"inspection_id","dba_name","aka_name","license_","facility_type","risk","address","city","state","zip","inspection_date","inspection_type","results","violations","latitude","longitude","location"
"2593362","MASAKI SUSHI","MIRAI SUSHI","2084175","Restaurant","Risk 1 (High)","198 E DELAWARE PL ","CHICAGO","IL","60611","2024-04-24T00:00:00.000","Canvass","No Entry",,"41.89935173506942","-87.62198690644685","(41.89935173506942, -87.62198690644685)"
"2593346","IL CULACCINO","IL CULACCINO","2595879","Restaurant","Risk 1 (High)","2138 S INDIANA AVE ","CHICAGO","IL","60616","2024-04-24T00:00:00.000","Canvass Re-Inspection","Pass w/ Conditions","10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 6-301.14: OBSERVED NO HANDWASHING SIGNAGE AT THE HANDWASHING SINKS IN THE REAR FOOD PREP AREA; ACROSS FROM THE COOKING LINE AND ON THE SIDE OF THE GARNISH/EXPEDITOR AREA. INSTRUCTED TO PROVIDE AND MAINTAIN. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: 4-204.112(B): OBSERVED NO AMBIENT AIR THERMOMETERS INSIDE OF THE PREP COOLERS IN THE REAR FOOD PREP AREA. INSTRUCTED TO PROVIDE AND MAINTAIN.  | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-302.12: OBSERVED FOOD STORAGE BINS STORED UNDER THE DRY ERASE BOARD IN THE REAR FOOD PREP AREA NOT LABELED. INSTRUCTED TO LABEL THE FOOD STORAGE BINS WITH THE FOOD ITEMS COMMON NAME AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11: OBSERVED A WOODEN DISH STORAGE UNIT UNDER THE DRAINBOARD OF THE HIGH TEMPERATURE DISHWASHING MACHINE AT THE REAR. INSTRUCTED TO REPLACE OR PAINT SURFACE WITH FOOD GRADE PAINT, IN ORDER TO MAKE SURFACE SMOOTH AND EASILY CLEANABLE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.13: OBSERVED THE FLOORS SURROUNDING THE DEEP FREEZER WITH ICE CREAM AND UNDER THE DEEP-FRYING UNITS WITH SLIGHT DEBRIS. INSTRUCTED TO CLEAN AND MAINTAIN.  | 61. SUMMARY REPORT DISPLAYED AND VISIBLE TO THE PUBLIC - Comments: OBSERVED THE PREVIOUS SUMMARY REPORT FROM 04/17/2024, REPORT# 2592940 NOT COMPLETELY VISIBLE, DUE TO IT BEING PARTIALLY COVERED WITH FOOD MANAGER CERTIFICATES AND OTHER PAPERS. INFORMED MANAGER THE ENTIRE SUMMARY REPORT MUST BE VISIBLE FOR PUBLIC VIEW AND MAINTAIN. NEW SUMMARY REPORT GIVEN AND POSTED.  PRIORITY FOUNDATION VIOLATION 7-42-010(B), CITATION ISSUED","41.853078001271854","-87.62238429660253","(41.853078001271854, -87.62238429660253)"
"2593327","BRONZEVILLE WINERY","BRONZEVILLE WINERY","2827795","Restaurant","Risk 1 (High)","4414-4420 S COTTAGE GROVE AVE ","CHICAGO","IL","60653","2024-04-24T00:00:00.000","Canvass","Fail","10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED THREE OF THE FOUR RESTROOMS WITHOUT HOT RUNNING WATER.(TEMP READING 58)  INSTRUCTED TO CONTACT SERVICE FOR SINKS, REPAIR AND MAINTAIN IN GOOD WORKING ORDER WITH TEMPERATURE OF AT LEAST 100 DEGREES. PRIORITY VIOLATION 7-38-030(C) CITATION ISSUED. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED THE INSIDE AND OUTSIDE OF THE MICROWAVE IN THE REAR PREP AREA WITH A BUILD UP OF FOOD STAINS AND SPLATTER.  INSTRUCTED TO CLEAN AND MAINTAIN AS A MEANS OF PREVENTING POSSIBLE PEST AND OR INSECT HARBORING.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED A BUILD UP OF GREASE AND FOOD DEBRIS AT THE OPENING OF THE DEEP FRYERS.  INSTRUCTED TO CLEAN AND MAINTAIN UNITS.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED HANDLE TO THE LOWER LEFT FREEZER DOOR IN REAR FOOD SERVICE AREA MISSING. INSTRUCTED TO REPAIR AND MAINTAIN IN GOOD WORKING ORDER.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED A BUILD UP OF FOOD SPLATTER AND DEBRIS INSIDE AND OUTSIDE OF THE NON COOKING UNITS IN THE REAR FOOD SERVICE AREA (INSIDE,GASKET SEALS AND DOORS) INSTRUCTED TO CLEAN AND MAINTAIN ALL AS A MEANS OF PREVENTING POSSIBLE PEST AND OR INSECT FEEDING AND HARBORING.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE SHELVING UNITS IN THE REAR FOOD PREP AREAS WITH A BUILD UP OF DUST, DIRT AND FOOD SPLATTER.  INSTRUCTED TO CLEAN AND MAINTAIN ALL.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAK AT THE REAR THREE COMPARTMENT SINK AND THE LEFT HAND WASHING SINK(DRAIN PIPE AT THE BOTTOM) LOCATED AT THE BAR AREA NEXT TO THE DISH WASHER. INSTRUCTED TO REPAIR AND MAINTAIN IN GOOD WORKING ORDER AS A MEANS OF PREVENTING STANDING WATER AND POSSIBLE INSECT HARBORING.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE FLOORS THROUGHOUT THE FOOD SERVICE AREA WITH A BUILD UP OF DIRT AND DEBRIS.  INSTRUCTED TO CLEAN AND MAINTAIN UNDER EQUIPTMENT AND SHELVING.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE WALL IN THERE REAR PREP AREA DAMAGED, SCRAPPED AND A HOLE.  INSTRUCTED TO REPAIR, REPAINT OR SEAL TO MAKE EASY TO CLEAN AND MAINTAIN. ","41.81450548062999","-87.60682382109975","(41.81450548062999, -87.60682382109975)"
"2593366","MICHOACANA SWEETS","MICHOACANA SWEETS","2961261","Restaurant","Risk 2 (Medium)","2740 W 59TH ST ","CHICAGO","IL","60629","2024-04-24T00:00:00.000","License Re-Inspection","Pass",,"41.786530774401776","-87.69277691398389","(41.786530774401776, -87.69277691398389)"
"2593319","OVER THE RAINBOW LEARNING CENTER INC","OVER THE RAINBOW LEARNING CENTER INC","2549762","Daycare (2 - 6 Years)","Risk 1 (High)","2018 E 83RD ST ","CHICAGO","IL","60617","2024-04-24T00:00:00.000","Canvass","Pass w/ Conditions","1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: OBSERVED NO PERSON IN CHARGE WITH VALID CHICAGO FOOD SANITATION CERTIFICATE. INSTRUCTED MANAGER TO DESIGNATE PERSON IN CHARGE DURING ALL HOURS OF OPERATION. PRIORITY FOUNDATION | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CHICAGO FOOD SANITATION MANAGER ON SITE OR VALID CERTIFICATE POSTED. INSTRUCTED MANAGER TO POST VALID CHICAGO FOOD SANITATION CERTIFICATE. PRIORITY FOUNDATION 7-38-012 CITATION ISSUED | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED OPENINGS ALONG FLOORING IN PREP AND CLASSROOM AREAS. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED NO MECHANICAL VENITLATION FAN IN WASHROOMS. INSTRUCTED MANAGER TO PROVIDE.","41.74445608914412","-87.57498454382954","(41.74445608914412, -87.57498454382954)"
"2593311","SAFARI LOUNGE AND ETHIOPIAN CUISINE","SAFARI LOUNGE AND ETHIOPIAN CUISINE","2418304","Restaurant","Risk 1 (High)","7124 N CLARK ST ","CHICAGO","IL","60626","2024-04-23T00:00:00.000","Complaint","No Entry",,"42.01219414595151","-87.67471606126013","(42.01219414595151, -87.67471606126013)"
"2593241","SMYTH THE LOYALIST","SMYTH THE LOYALIST","2419233","Restaurant","Risk 1 (High)","177 N ADA ","CHICAGO","IL","60607","2024-04-23T00:00:00.000","Complaint","Fail","10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED MISSING HANDWASH SIGNAGE ON A FIRST-FLOOR FRONT COFFEE BAR HAND WASH SINK.  INSTRUCTED TO PROVIDE AND MAINTAIN. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED FOOD HANDLERS PREPPING FOOD WITHOUT HAIR RESTRAINTS. INSTRUCTED PERSON IN CHARGE THAT ALL FOOD HANDLERS MUST WEAR A HAIR RESTRAINT. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED GREASE SPILLED ON THE GROUND NEAR THE GREASE CONTAINER. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN OUTSIDE WASTE GREASE AREA AND WASTE GREASE CONTAINER. PRIORITY FOUNDATION VIOLATION #7-38-020(B). CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED LOOSE DEBRIS, DIRT, AND DUST BUILDUP ON THE FLOORS AND CORNERS IN THE BASEMENT PREP AREA. INSTRUCTED TO DETAIL CLEAN AND INCREASE CLEANING FREQUENCY OF FLOORS. MUST MAINTAIN AT ALL TIMES.","41.885217378055955","-87.66061489162534","(41.885217378055955, -87.66061489162534)"
"2593278","MARIANO'S #8539","MARIANO'S","2470443","Grocery Store","Risk 1 (High)","3857 S DR MARTIN LUTHER KING JR DR ","CHICAGO","IL","60653","2024-04-23T00:00:00.000","Complaint","Fail","38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPROX 75 DROPPINGS ALONG THE BASE OF THE WALL IN THE REAR STORAGE AREA, ANOTHER 75 IN THE ELECTRICAL ROOM, AND APPROX 30 DROPPINGS LOCATED IN THE PORTERS CLOSET ALONG THE FLOOR AND ON THE WHITE PIPE JUST ABOVE THE FLOOR. ISTRUCTED TO CLEAN AND MAINTAIN ALL AREAS, CONTACT PEST CONTROL AND NOTIFY OF THE AREAS WHERE DROPPINGS WERE SPOTTED. PRIORITY FOUNDATION VIOLATION 7-38-020 (A) CITATION ISSUED.  | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED MISSING WEATHER STRIPPING AT THE ENTRANCE FRONT OUTTER DOOR. OBSERVED THE REAR MIDDLE DOCK DOOR PLATFORM WITH AN OPENING. POSSIBLE ENTRY SPOT FOR PEST INSTRUCTED TO REPAIR AND MAINTAIN ALL AREAS.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAKS AT THE 3 COMP SINK IN THE PRODUCE PREP ROOM. MUST REPAIR AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE FLOORS, WALLS AND CEILINGS IN THE BAKERY DEPARTMENT AND THE PRODUCE PREP COOLER WITH A BUILD UP OF DUST, DIRT, FOOD AND OTHER DEBRIS. INSTRUCTED TO CLEAN AND MAINTAIN ALL AREAS AS A MEANS OF PREVENTING POSSIBLE CONTAMINATION OF FOODS AND POSSIBLE PEST AND OR INSECT ISSUES. ","41.82398325151479","-87.61685389078539","(41.82398325151479, -87.61685389078539)"
"2593312","HERITAGE RESTAURANT & CAVIAR BAR","HERITAGE RESTAURANT & CAVIAR BAR","2263375","Restaurant","Risk 1 (High)","2700 W CHICAGO AVE ","CHICAGO","IL","60622","2024-04-23T00:00:00.000","Complaint","No Entry",,"41.89577762053548","-87.69430043757517","(41.89577762053548, -87.69430043757517)"
"2593252","WASHBURNE CULINARY INSTITUTE STUDENT TRAINING KI","WASHBURNE CULINARY INSTITUTE","2813898","CULINARY SCHOOL","Risk 1 (High)","740 W 63RD ST ","CHICAGO","IL","60621","2024-04-23T00:00:00.000","Canvass","Pass","49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE LOWER SURFACE OF VARIOUS CABINETS IN THE BAKING/PASTRY AREA WITH FOOD AND DIRT DEBRIS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN SURFACES. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED THE FOLLOWING SINKS WITH LEAKS:  -THE 3-COMPARTMENT SINK IN THE FAR REAR OF THE BAKING/PASTRY PREP AREA HAS A LEAK AT THE HOT WATER KNOB ON THE LEFT FAUCET AND A LEAK AT THE HANDLE UNDERNEATH THE WASH COMPARTMENT SINK. -LEAK UNDERNEATH AT THE HANDLE OF THE WASH COMPARTMENT SINK AND AT THE PIPE UNDER THE SANITIZING COMPARTMENT ON THE 3-COMPARTMENT SINK IN THE EAST CENTER KITCHEN OF THE BAKING/PASTRY PREP AREA. -LEAK AT THE PIPE UNDER THE REAR SANITIZING COMPARTMENT OF THE 3-COMPARTMENT SINK IN THE SOUTHWEST KITCHEN AREA.  INSTRUCTED MANAGER TO FIX ALL LEAKS AND MAINTAIN GOOD PLUMBING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE CEILING IN THE MEN'S TOILET ROOM USED BY THE STUDENTS/STAFF BY THE PREP CLASSROOMS WITH WATER STAINS. INSTRUCTED MANAGER TO REMOVE STAINS AND MAINTAIN CEILING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE FLOOR DRAINS IN THE CLASSROOM/KITCHENS AND FLOORS AROUND THE SINKS AND THE PULPER WITH FOOD, DIRT AND DARK STAINS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN THE FLOOR DRAINS AND FLOORS THROUGH OUT AS NEEDED.","41.7798631678725","-87.6445278756232","(41.7798631678725, -87.6445278756232)"
"2593232","ELAINE'S CHOP SUEY 1","ELAINE'S CHOP SUEY 1","2890834","Restaurant","Risk 1 (High)","4512 S DAMEN AVE ","CHICAGO","IL","60609","2024-04-23T00:00:00.000","Canvass Re-Inspection","Fail","3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: 2-102.14(O) THE MANAGER PROVIDED NO PROOF OF EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED TO PROVIDE AN EMPLOYEE HEALTH POLICY THAT INCLUDES A SIGNED ACKNOWLEDGEMENT FROM EACH EMPLOYEE. PRIORITY FOUNDATION. 7.38.010. CITATION ISSUED. | 23. PROPER DATE MARKING AND DISPOSITION - Comments: 3-501.17 OBSERVED READY-TO-EAT, TIME/TEMPERATURE CONTROL FOR SAFETY (TCS) FOODS IN WALK-IN COOLER AND FREEZER(CHICKEN) NOT DATE MARKED TO INDICATE THE PRODUCT'S NAME AND DATE IN WHICH THE FOOD MUST BE SOLD, DISCARDED OR CONSUMED WITHIN 7 DAYS. INSTRUCTED TO PROVIDE PROPER LABELS FOR DATE MARKING AND DISCARD DATE FOR REFRIGERATED, READY-TO-EAT, TCS FOODS HELD OVER 24HRS PLACED IN ALL COLD-HOLDING UNITS. PRIORITY FOUNDATION VIOLATION #7-38-005. CITATION ISSUED.	  | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-501.111 OBSERVED PEST INFESTATION. NOTED OVER 1000 MICE DROPPING ON SHELVES AND FLOORS IN DRY STORAGE AREA, KITCHEN ARE UNDER 3 COMPARTMENTS SINK AND BEHIND THE EQUIPMENT, IN THE FRONT PREP AREA AND BEHIND A DRINK COOLER IN FRONT PREP AREA, DINING AREA AND ON THE FLOORS, ON THE SHELVING AND THE FLOOR BEHIND THE SHELVING IN THE BACK HALLWAY. INSTRUCTED TO CLEAN AND SANITIZE AFFECTED AREAS. RECOMMENDED TO CONSULT WITH PEST CONTROL COMPANY TO ELIMINATE THE PEST ACTIVITY.PRIORITY FOUNDATION #7-38-020(A), CITATION ISSUED | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-101.19 CARBOARD OBSERVED ON THE FLOOR OF FREEZER. INSTRUCTED TO REMOVE CARDBOARD FROM THE FLOOR AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-204.18 NOTED ICE BUILD-UP INSIDE THE WALK-IN FREEZER ON THE FLOOR AND SHELVES. INSTRUCTED TO REPAIR AND MAINTAIN THE CONDENSATION UNITS. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: 8-404.13(B:4)PREVIOUS VIOLATIONS FROM 03/15/2023, REPORT #2572621, OBSERVED NOT TO BE CORRECTED AS FOLLOWS: #41 WIPING CLOTHS IMPROPERLY STORED. INSTD TO STORE IN SANITIZING SOLUTION WHEN NOT IN USE.  #58 MISSING ALLERGEN TRAINING FOR THE CITY OF CHICAGO CERTIFIED MANAGER. INSTD TO OBTAIN TRAINING AND MAINTAIN VERIFICATION. #57 EMPLOYEES MISSING FOOD HANDLERS TRAINING. INSTD TO OBTAIN TRAINING AND MAINTAIN VERIFICATION ON-SITE PRIORITY FOUNDATION VIOLATION 7-42-090 CITATION ISSUED","41.8105070967972","-87.67531163872825","(41.8105070967972, -87.67531163872825)"
"2593304","CHINA EXPRESS 168","CHINA EXPRESS","2565183","Restaurant","Risk 1 (High)","4248 S WENTWORTH AVE ","CHICAGO","IL","60609","2024-04-23T00:00:00.000","Canvass","Pass","37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED SEVERAL LARGE FOOD CONTAINERS WITH DRY PRODUCTS. (RICE, SALT SUGAR, ONION POWDER, PEPPER ) WITHOUT PROPER COMMON FOOD NAME MARKINGS. MUST LABEL BULK AND WORKING FOOD CONTAINERS WITH CONTENTS COMMON NAME. MUST LABEL FOOD STORAGE CONTAINERS WHEN FOOD IS NOT IN ORIGINAL PACKAGE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED ASSORTED FOOD ITEMS INSIDE COOLERS AND REFRIGERATION UNITS STORED INSIDE GROCERY BAGS. INSTRUCTED TO PROPERLY STORE ALL FOOD ITEMS INSIDE APPROVED FOOD GRADE CONTAINERS OR BAGS. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED SOME USE OF MILK CRATES FOR ELEVATION IN THE KITCHEN AREA, DISHWASHING AREA, AND DRY STORAGE AREA. INSTRUCTED NOT TO USE MILK CRATES FOR ELEVATION TO PREVENT HIDING PLACES FOR PEST. MUST PROVIDES APPROPRIATE SHELVING FOR STORAGE. ALL FOOD ITEMS MUST ALSO BE STORED 6' AWAY FROM THE WALL. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: NOTED EXCESSIVE GREASE AND FOOD DEBRIS  ON THE STOVE AND AROUND THE WORKS.  INSTRUCTED TO DETAIL CLEAN AND MAINTAIN ALL COOKING EQUIPMENT, INGREDIENT CONTAINERS, RACKS, AND SHELVING WITH FLOUR, SUGAR, ETC. AND REMOVE DUST, GREASE, AND DIRT BUILD-UP THROUGHOUT. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: NOTED HEAVY DIRT AND GREASE ACCUMULATION INSIDE, ON PIPES/CONDUITS, AND EDGES OF THE EXHAUST HOOD AND FILTERS ABOVE COOKING EQUIPMENT. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN HOOD, FILTERS, AND PIPES/CONDUITS.","41.816833769262814","-87.6313462733625","(41.816833769262814, -87.6313462733625)"
"2593235","HOMEWOOD SUITES BY HILTON CHICAGO DOWNTOWN","HOMEWOOD SUITES","2363630","Restaurant","Risk 2 (Medium)","40 E GRAND AVE ","CHICAGO","IL","60611","2024-04-23T00:00:00.000","Canvass","Pass w/ Conditions","16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: OBSERVED EXCESSIVE BLACK AND PINK SLIMY SUBSTANCE BUILD UP ON INSIDE INTERIOR PANEL OF ICE MACHINE AND DRIPPING ONTO ICE FOR HUMAN CONSUMPTION. MUST REMOVE BUILD UP, CLEAN, AND SANITIZE. PRIORITY FOUNDATION  7-38-005 CITATION ISSUED    | 58. ALLERGEN TRAINING AS REQUIRED - Comments: NOTED CERTIFIED FOOD MANAGERS ON DUTY WITH NO ALLERGEN TRAINING CERTIFICATION. INSTRUCTED MANAGEMENT THAT ALL FOOD SERVICE MANAGERS ARE REQUIRED TO HAVE THE ALLERGEN TRAINING CERTIFICATION. ","41.89179678289696","-87.62649273716487","(41.89179678289696, -87.62649273716487)"
"2593260","BUY LOW LIQUORS","BUY LOW LIQUOR AND FOOD","2966226","Grocery Store","Risk 3 (Low)","1628 W LAWRENCE AVE ","CHICAGO","IL","60640","2024-04-23T00:00:00.000","License","Pass","10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: INSTRUCTED TO PROVIDE HANDWASHING SIGNAGE AT HANDSINK IN REAR AREA AND INSIDE WASHROOM. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: INSTRUCTED TO REPAIR BROKEN DOOR SWEEP UNDER FRONT ENTRANCE DOOR. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN CLEAN AND MAINTAIN FLOOR ALONG THE WALLS, UNDER CRATES INSIDE WALK-IN COOLER. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: INSTRUCTED TO REPAIR BROKEN VENTILATION INSIDE THE WASHROOM.","41.968977009618555","-87.67069153919947","(41.968977009618555, -87.67069153919947)"
"2593274","IRON AGE CHICAGO","IRON AGE CHICAGO","2622405","Restaurant","Risk 1 (High)","1265 N MILWAUKEE AVE ","CHICAGO","IL","60622","2024-04-23T00:00:00.000","Canvass Re-Inspection","Pass","58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO CERTIFIED FOOD MANAGER ON SITE WITH FOOD ALLERGEN TRAINING. INSTRUCTED MANAGER TO COMPLY WITH REQUIREMENTS.","41.90485662426528","-87.66859020422658","(41.90485662426528, -87.66859020422658)"
