"id","violation_last_modified_date","violation_date","violation_code","violation_status","violation_status_date","violation_description","violation_location","violation_inspector_comments","violation_ordinance","inspector_id","inspection_number","inspection_status","inspection_waived","inspection_category","department_bureau","address","street_number","street_direction","street_name","street_type","property_group","ssa","latitude","longitude","location"
"7158318","2024-05-03T07:55:36.000","2024-05-02T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"REPAIR EMERGENCY PHONE IN ELEVATOR.","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541344","14316894","FAILED","N","PERIODIC","ELEVATOR","3208 N SHEFFIELD AVE","3208","N","SHEFFIELD","AVE","9127","17","41.940228137","-87.654263488","
,  
(41.94022813675411, -87.65426348817662)"
"7158283","2024-05-03T07:42:19.000","2024-05-02T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"REPAIR ALARM BELL CARS #1 & 2","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541344","14315670","FAILED","N","PERIODIC","ELEVATOR","420 W BELMONT AVE","420","W","BELMONT","AVE","8776",,"41.940212887","-87.640449774","
,  
(41.94021288733969, -87.64044977373753)"
"7158619","2024-05-02T12:00:08.000","2024-05-02T00:00:00.000","EL0036","OPEN",,"COVER OUTLETS AND JBS","OTHER   :    :OTHER","1ST FLOOR HALLWAY, ELECTRIC PANEL - UNSECURED ACCESS DOOR.","Install cover on outlet or junction box. (18-27-370.25)","BL00831","14328944","FAILED","N","COMPLAINT","CONSERVATION","2920 S STATE ST","2920","S","STATE","ST","17169",,"41.841273466","-87.627005084","
,  
(41.84127346554119, -87.62700508386631)"
"7158590","2024-05-03T13:11:37.000","2024-05-02T00:00:00.000","NC2011","OPEN",,"PLANS & PERMITS REQ - CONTRCTR",,"PERMIT REQUIRED FOR ALL CORRECTIVE WORK","Performed or allowed work to be performed without submitting plans prepared, signed and sealed by a licensed architect or registered structural engineer for approval and without obtaining a permit to perform the work.  (13-32-010, 13-32-040, 13-40-020, 13-12-050)","BL00411","14328887","FAILED","N","COMPLAINT","NEW CONSTRUCTION","3858 W 63RD ST","3858","W","63RD","ST","370108","3","41.778806976","-87.720187688","
,  
(41.778806975786594, -87.72018768754262)"
"7158096","2024-05-02T13:58:38.000","2024-05-02T00:00:00.000","CN190019","OPEN",,"ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS. UNABLE TO CONFIRM INTERIOR COMPLAINT OF BASEMENT/ATTIC OCCUPANCY.","Arrange for inspection of premises. (13-12-100)","451988","14328544","FAILED","N","COMPLAINT","CONSERVATION","6209 W WAVELAND AVE","6209","W","WAVELAND","AVE","157224",,"41.947423854","-87.781870645","
,  
(41.94742385384855, -87.78187064539893)"
"7158240","2024-05-03T07:06:05.000","2024-05-02T00:00:00.000","BR2080","OPEN",,"INTERNAL",,"#13 BUR 03 SM 28200","Remove boiler hand hole and manhole plates before end of current year to provide access for internal inspection. (11-4-870, 11-4-930, ASME I, IV)","296577","14204487","CLOSED","N","PERIODIC","BOILER","3600 W FIFTH AVE","3600","W","FIFTH","AVE","248869",,"41.875761906","-87.715845725","
,  
(41.875761905688385, -87.71584572540192)"
"7160335","2024-05-08T08:22:15.000","2024-05-02T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"CAT. 1 TEST OVERDUE.","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","312525","14216826","FAILED","N","PERIODIC","ELEVATOR","1419 S WABASH AVE","1419","S","WABASH","AVE","667829",,"41.863514113","-87.625593951","
,  
(41.86351411309311, -87.62559395085557)"
"7158762","2024-05-02T09:41:13.000","2024-05-02T00:00:00.000","CN101025","OPEN",,"INT WALL/CEILING CHIP PLASTER","INTERIOR:001 :","STAIRWELL / INTERIOR WALLS AND CEILINGS - PLASTER CRACKED AND OR CHIPPING.","Failed to maintain interior ceilings and walls reasonably smooth, clean and tight and free from chipped or loose plaster or structural material.  (13-196-540(d) and (e))","447020","14329021","FAILED","N","COMPLAINT","CONSERVATION","1312 W GEORGE ST","1312","W","GEORGE","ST","8342","27","41.934438291","-87.661712825","
,  
(41.93443829121353, -87.66171282549355)"
"7158304","2024-05-03T07:46:26.000","2024-05-02T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"PROVIDE CORRECT CODE DATA PLATES ON COTROLLERS WITH CORRECT CODE REFERENCE PERMENANTLY ENGRAVED. (CHICAGO 2010 OR ASME A17.1-2007) NOT SHARPIE. ALL CARS","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541344","14315670","FAILED","N","PERIODIC","ELEVATOR","420 W BELMONT AVE","420","W","BELMONT","AVE","8776",,"41.940212887","-87.640449774","
,  
(41.94021288733969, -87.64044977373753)"
"7158781","2024-05-02T09:53:45.000","2024-05-02T00:00:00.000","CN190019","OPEN",,"ARRANGE PREMISE INSPECTION","INTERIOR:001 :","ARRAGNE FOR INSPECTION / NO ACCESS INTO UNITS, UNABLE TO VERIFY CONDITIONS, DETECTORS OR OCCUPANCY. NO ACCESS TO ELEVATOR ROOM OR BOILER ROOM.","Arrange for inspection of premises. (13-12-100)","447020","14115302","FAILED","N","PERIODIC","CONSERVATION","922 W EASTWOOD AVE","922","W","EASTWOOD","AVE","10720","34","41.96650014","-87.653678604","
,  
(41.96650013973485, -87.65367860363548)"
"7158613","2024-05-02T12:00:08.000","2024-05-02T00:00:00.000","CN061014","OPEN",,"REPAIR EXTERIOR WALL","OTHER   :    :OTHER","SOUTH ELEVATION ORNAMENT STONES ABOVE 6TH FLOOR AND NORTH ELEVATION GABLE LIMESTONES - ERODED MORTAR JOINTS.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00831","14328944","FAILED","N","COMPLAINT","CONSERVATION","2920 S STATE ST","2920","S","STATE","ST","17169",,"41.841273466","-87.627005084","
,  
(41.84127346554119, -87.62700508386631)"
"7158268","2024-05-03T07:31:03.000","2024-05-02T00:00:00.000","BR1001","OPEN",,"OWNER OR LICENSED CONTRACTOR",,,"The code violations listed below must be corrected within 15 days of receipt of this notice. The owner or the contractor who does the work must sign, date, and return this notice or a copy to indicate that the work is done to the Boiler Inspection Bureau.","296577","14191499","CLOSED","N","PERIODIC","BOILER","2651 W WASHINGTON BLVD","2651","W","WASHINGTON","BLVD","29599",,"41.882820684","-87.693016205","
,  
(41.882820684014376, -87.69301620481309)"
"7159234","2024-05-06T16:21:52.000","2024-05-02T00:00:00.000","CN190019","OPEN",,"ARRANGE PREMISE INSPECTION",,"NO ENTRY CALL 3112-545-1376 TO SCHEDULE INSPECTION","Arrange for inspection of premises. (13-12-100)","104976","14161883","FAILED","N","PERIODIC","SPECIAL INSPECTION PROGRAM","10350 S WESTERN AVE","10350","S","WESTERN","AVE","507016","20","41.704868712","-87.681719587","
,  
(41.70486871150318, -87.68171958749872)"
"7158139","2024-05-02T14:32:07.000","2024-05-02T00:00:00.000","PL151137","OPEN",,"OPEN",,,,"BL00896","14328576","FAILED","N","PERMIT","PLUMBING","1644 W 95TH ST","1644","W","95TH","ST","479665","4","41.721300449","-87.664343362","
,  
(41.721300448830874, -87.66434336150051)"
"7158173","2024-05-02T14:54:28.000","2024-05-02T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"EAST:REPAIR CARTOP EMERGENCY STOP SWITCH.(PREVIOUSLY CITED ON 5/24/23)","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348","14100548","FAILED","N","PERIODIC","ELEVATOR","1016 W BALMORAL AVE","1016","W","BALMORAL","AVE","12023",,"41.980148729","-87.655847549","
,  
(41.98014872886225, -87.65584754945279)"
"7158245","2024-05-02T14:24:31.000","2024-05-02T00:00:00.000","CN070024","OPEN",,"REPAIR PORCH SYSTEM","EXTERIOR:E   :","REAR PARTIALLY ENCLOSED PORCH SYSTEM - FASTENED BY ONLY NAILS, LOOSE AND SHIFTED TREADS AND STRINGERS, LEANING 1ST AND 2ND FLOOR STAIRS ( A 4X4 IS SUPPORTING 2ND FLOOR OUTER STRINGERS. ) PLANS AND PERMITS ARE REQUIRED FOR REPAIRS/REBUILD  . ALL WORK IS SUBJECT  TO FIELD INSPECTION AND APPROVAL. (SEC 14A-4-404.1)(ALL PERMIT SIGNATURES REQUIRED) UNSAFE CONDITONS.","Failed to repair or replace defective or missing members of porch system.  (13-196-570, 13-196-641)","BL00904","14328688","FAILED","N","COMPLAINT","CONSERVATION","1717 N MEADE AVE","1717","N","MEADE","AVE","81541",,"41.911598982","-87.777582898","
,  
(41.91159898203649, -87.77758289840428)"
"7160315","2024-05-08T08:17:42.000","2024-05-02T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"SCHEDULE INSPECTION FOR CARS 5-8.","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","312525","14327927","FAILED","N","PERMIT","ELEVATOR","2233 S DR MARTIN L KING JR DR","2233","S","DR MARTIN L KING JR","DR","546049",,"41.852075574","-87.618850804","
,  
(41.852075574499366, -87.61885080391755)"
"7158184","2024-05-02T15:01:44.000","2024-05-02T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"EAST: REPAIR NON WORKING PIT LIGHT.(PREVIOUSLY CITED ON 5/24/23)","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348","14100548","FAILED","N","PERIODIC","ELEVATOR","1016 W BALMORAL AVE","1016","W","BALMORAL","AVE","12023",,"41.980148729","-87.655847549","
,  
(41.98014872886225, -87.65584754945279)"
"7158178","2024-05-02T14:59:42.000","2024-05-02T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"EAST: WORKING DOOR RESTRICTOR REQUIRED.(PREVIOUSLY CITED ON 5/24/23)","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348","14100548","FAILED","N","PERIODIC","ELEVATOR","1016 W BALMORAL AVE","1016","W","BALMORAL","AVE","12023",,"41.980148729","-87.655847549","
,  
(41.98014872886225, -87.65584754945279)"
"7160366","2024-05-08T08:30:29.000","2024-05-02T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"EMERGENCY PHONE DOESN'T WORK. ALL CARS","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","312525","14216827","FAILED","N","PERIODIC","ELEVATOR","51 E 14TH ST","51","E","14TH","ST","673768",,"41.863961799","-87.625398751","
,  
(41.86396179938641, -87.62539875126346)"
"7158244","2024-05-02T14:24:31.000","2024-05-02T00:00:00.000","CN061014","OPEN",,"REPAIR EXTERIOR WALL","EXTERIOR:W   :","WEST ELEVATION AND FRONT NORTH/SOUTH AREAS - FRACTURES, LOOSE AND ERODED MORTAR AT VARIOUS LOCATIONS.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00904","14328688","FAILED","N","COMPLAINT","CONSERVATION","1717 N MEADE AVE","1717","N","MEADE","AVE","81541",,"41.911598982","-87.777582898","
,  
(41.91159898203649, -87.77758289840428)"
"7158237","2024-05-03T06:43:12.000","2024-05-02T00:00:00.000","PL151137","OPEN",,"OPEN",,,,"434706","14326510","FAILED","N","PERMIT","PLUMBING","1900 S PULASKI RD","1900","S","PULASKI","RD","274989",,"41.854983132","-87.724996483","
,  
(41.85498313235789, -87.72499648315791)"
"7160397","2024-05-08T08:40:24.000","2024-05-02T00:00:00.000","BR1001","OPEN",,"OWNER OR LICENSED CONTRACTOR",,,"The code violations listed below must be corrected within 15 days of receipt of this notice. The owner or the contractor who does the work must sign, date, and return this notice or a copy to indicate that the work is done to the Boiler Inspection Bureau.","296577","14204487","CLOSED","N","PERIODIC","BOILER","3600 W FIFTH AVE","3600","W","FIFTH","AVE","248869",,"41.875761906","-87.715845725","
,  
(41.875761905688385, -87.71584572540192)"
"7158773","2024-05-02T09:53:45.000","2024-05-02T00:00:00.000","CN015062","OPEN",,"OBSTRUCTIONS IN EXIT WAY","INTERIOR:-1  :","WEST / BASEMENT DOOR - SCREWED SHUT WITH EXIT SIGN POSTED. 6TH FLOOR / EXIT DOOR - SHUT, NO ACCESS. EXIT SIGN POSTED.","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","447020","14115302","FAILED","N","PERIODIC","CONSERVATION","922 W EASTWOOD AVE","922","W","EASTWOOD","AVE","10720","34","41.96650014","-87.653678604","
,  
(41.96650013973485, -87.65367860363548)"
"7157921","2024-05-02T12:03:55.000","2024-05-02T00:00:00.000","CN190019","OPEN",,"ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS. UNABLE TO CONFIRM INTERIOR COMPLAINT OF BASEMENT OCCUPANCY.","Arrange for inspection of premises. (13-12-100)","451988","14328483","FAILED","N","COMPLAINT","CONSERVATION","6245 N FRANCISCO AVE","6245","N","FRANCISCO","AVE","26275",,"41.995262199","-87.701840462","
,  
(41.99526219893151, -87.70184046175663)"
"7158257","2024-05-02T07:15:21.000","2024-05-02T00:00:00.000","CN131026","OPEN",,"REPAIR SCREENS","EXTERIOR:S   :","ALL ELEVATIONS  - MISSING OR TORNS SCREENS.","Repair or replace defective screen. (13-196-560 B)","BL00904","14168133","FAILED","N","PERIODIC","CONSERVATION","1132 N LAWLER AVE","1132","N","LAWLER","AVE","3856",,"41.901455205","-87.752226487","
,  
(41.90145520528392, -87.7522264866825)"
"7158182","2024-05-02T15:00:51.000","2024-05-02T00:00:00.000","PL151137","OPEN",,"OPEN",,,,"290668","14318894","FAILED","N","PERMIT","PLUMBING","5916 W LAWRENCE AVE","5916","W","LAWRENCE","AVE","27624",,"41.967786398","-87.775496759","
,  
(41.96778639791089, -87.77549675923706)"
"6554278","2024-05-03T07:51:21.000","2024-05-02T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"INSTALL EMERGANCY PHONE AND LIGHTS IN ELEVATOR","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","534569","13359884","FAILED","N","PERIODIC","ELEVATOR","6121 W HIGGINS AVE","6121","W","HIGGINS","AVE","12017",,"41.974135492","-87.781589775","
,  
(41.97413549175448, -87.7815897751901)"
"7158307","2024-05-03T07:47:33.000","2024-05-02T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"CLEAN ELEVATOR PITS. ALL CARS","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541344","14315670","FAILED","N","PERIODIC","ELEVATOR","420 W BELMONT AVE","420","W","BELMONT","AVE","8776",,"41.940212887","-87.640449774","
,  
(41.94021288733969, -87.64044977373753)"
"7158618","2024-05-02T12:00:08.000","2024-05-02T00:00:00.000","CN105015","OPEN",,"REPAIR DOOR, INT.","OTHER   :    :OTHER","STAIRCASE ENTRY DOOR AT 1W - DOOR DO NOT LATCH (HITTING AGAINST JAMB).","Repair or replace defective door. (13-196-550)","BL00831","14328944","FAILED","N","COMPLAINT","CONSERVATION","2920 S STATE ST","2920","S","STATE","ST","17169",,"41.841273466","-87.627005084","
,  
(41.84127346554119, -87.62700508386631)"
"7158319","2024-05-03T07:56:11.000","2024-05-02T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"PROVIDE CERTIFICATE FRAME IN ELEVATOR CAB AND POST CURRENT CERTIFICATE.","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541344","14316894","FAILED","N","PERIODIC","ELEVATOR","3208 N SHEFFIELD AVE","3208","N","SHEFFIELD","AVE","9127","17","41.940228137","-87.654263488","
,  
(41.94022813675411, -87.65426348817662)"
"7157620","2024-05-01T10:43:45.000","2024-05-01T00:00:00.000","CN190019","OPEN",,"ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF MOST APTS. - NO ENTRY, UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO VERIFY COMPLAINT AT 315 APT 2 FOR BEDBUGS. UNABLE TO VERIFY COMPLAINT ON SR # 247516679 1ST FLOOR APT. FOR NO WORKING DOOR BELL IN THE PAST YEAR.","Arrange for inspection of premises. (13-12-100)","371335","14328227","FAILED","N","COMPLAINT","CONSERVATION","315 E 76TH ST","315","E","76TH","ST","416491",,"41.75642898","-87.617595036","
,  
(41.75642897960526, -87.61759503568932)"
"7158729","2024-05-01T14:14:30.000","2024-05-01T00:00:00.000","NC8012","OPEN",,"1HR SEP-D.U.  AND REST OF BLDG","OTHER   :    :OTHER","BASEMENT CEILINGS - MISSING DRYWALL. MASONRY WALLS - HOLES AND GAPS WHERE PIPES PASS.","Failed to provide partitions and walls of at least one hour fire resistance in multiple dwelling buildings to separate every dwelling from all other parts of the building.  (13-64-020(a))","371335","14328993","FAILED","N","COMPLAINT","CONSERVATION","10951 S DR MARTIN L KING JR DR","10951","S","DR MARTIN L KING JR","DR","21684",,"41.694882968","-87.613286768","
,  
(41.69488296751626, -87.61328676848878)"
"7159977","2024-05-07T14:21:19.000","2024-05-01T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"LABEL CAR TOP AND PIT EQUIPMENT WITH ELEVATOR NUMBER.","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","432622","14327961","FAILED","N","PERMIT","ELEVATOR","120 E DELAWARE PL","120","E","DELAWARE","PL","3896",,"41.899304096","-87.625236491","
,  
(41.89930409644498, -87.62523649147974)"
"7158447","2024-05-01T09:27:48.000","2024-05-01T00:00:00.000","CN133016","OPEN",,"CARPETING","EXTERIOR:E   :","FRONT STAIRS - TORN CARPETING; TRIP HAZARD","Repair or replace defective and dangerous carpeting. (13-196-630, 13-196-540)","BL01000","14328805","FAILED","N","COMPLAINT","CONSERVATION","7344 S LANGLEY AVE","7344","S","LANGLEY","AVE","404439",,"41.760848207","-87.608042643","
,  
(41.760848207139254, -87.60804264286865)"
"7158991","2024-05-06T10:07:10.000","2024-05-01T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"RE TEST ALTERNATE RECALL WITH AUXILARY PHASE I SWITCH","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","403526","14322481","FAILED","N","PERMIT","ELEVATOR","300 N LA SALLE ST","300","N","LA SALLE","ST","35306",,"41.88752864","-87.632646837","
,  
(41.887528639656935, -87.63264683652446)"
"7159979","2024-05-07T14:22:56.000","2024-05-01T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"PROVIDE COUNTERWEITGHT RUNBY SIGNS IN PIT.","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","432622","14327961","FAILED","N","PERMIT","ELEVATOR","120 E DELAWARE PL","120","E","DELAWARE","PL","3896",,"41.899304096","-87.625236491","
,  
(41.89930409644498, -87.62523649147974)"
"7160193","2024-05-08T07:28:03.000","2024-05-01T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"VERIFY/REPAIR FIRE SERVICE OPERATION. VERIFY PHASE II COMPLIANCE.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","432622","14176237","FAILED","N","PERIODIC","ELEVATOR","445 N SACRAMENTO BLVD","445","N","SACRAMENTO","BLVD","39592",,"41.889867745","-87.701419705","
,  
(41.889867745157225, -87.70141970525782)"
"7157515","2024-05-01T15:24:17.000","2024-05-01T00:00:00.000","CN190029","OPEN",,"ARRANGE FOR REINSPECTION REGAR","INTERIOR:002 :","INTERIOR OF BUILDING , NO ENTRY NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS.","pending notice reinspection","BL00904","14125208","FAILED","N","PERIODIC","CONSERVATION","4816 W ST PAUL AVE","4816","W","ST PAUL","AVE","6084",,"41.912473429","-87.746693893","
,  
(41.91247342941673, -87.74669389256017)"
"7160199","2024-05-01T07:20:06.000","2024-05-01T00:00:00.000","CN043013","OPEN",,"1HR ENCL FLR TO FLR SHAFT/DUCT","OTHER   :    :OTHER","MUST SEAL ALL AND ANY PIPE PENETRATONS IN BOILER, ELECTRICAL SERVICE ROOM, PUMPING ROOM, AND ANY OTHER AREAS WHERE REQUIRED","Failed to enclose pipe shafts and ducts passing from one floor to another with materials providing  fire resistance of not less than one hour.  (15-8-160)","293822","14330129","FAILED","N","COMPLAINT","CONSERVATION","400 E 41ST ST","400","E","41ST","ST","17902",,"41.8203495","-87.616514109","
,  
(41.82034950030901, -87.61651410947175)"
"7157324","2024-05-01T10:37:47.000","2024-05-01T00:00:00.000","CN061014","OPEN",,"REPAIR EXTERIOR WALL","OTHER   :    :OTHER","SOUTH ELEVATION - SPALLING BRICKS.; EAST ELEVATION - STEP CRACK.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00831","14327976","FAILED","N","COMPLAINT","CONSERVATION","5316 S WASHTENAW AVE","5316","S","WASHTENAW","AVE","334574",,"41.796835035","-87.691592864","
,  
(41.796835035487426, -87.69159286423488)"
"7157489","2024-05-01T14:25:40.000","2024-05-01T00:00:00.000","CN190029","OPEN",,"ARRANGE FOR REINSPECTION REGAR","OTHER   :    :.,","INTERIOR OF BUILDING /NO RESPONSE, UNVERIFIED DETECTORS AD CONDITIONS.","pending notice reinspection","282126","11848263","FAILED","N","PERIODIC","CONSERVATION","2732 N KEDZIE AVE","2732","N","KEDZIE","AVE","7730",,"41.93121771","-87.707551219","
,  
(41.93121771023633, -87.7075512194208)"
"7157369","2024-05-01T10:49:07.000","2024-05-01T00:00:00.000","CN061014","OPEN",,"REPAIR EXTERIOR WALL","OTHER   :    :OTHER","NORTH AND SOUTH ELEVATIONS - ERODED MORTAR JOINTS.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00831","14327990","FAILED","N","COMPLAINT","CONSERVATION","5416 S FAIRFIELD AVE","5416","S","FAIRFIELD","AVE","333904",,"41.794991109","-87.692761531","
,  
(41.79499110851833, -87.69276153102115)"
"7158402","2024-05-01T08:59:36.000","2024-05-01T00:00:00.000","CN063014","OPEN",,"CHIMNEY","EXTERIOR:N   :","CHIMNEY - WASHED OUT MORTAR; CHIMNEY LINER LEANING","Failed to maintain chimney in safe and sound working condition.  (13-196-590, 13-196-530(b) and (c), 13-196-641)","BL01000","14328783","FAILED","N","COMPLAINT","CONSERVATION","7340 S YALE AVE","7340","S","YALE","AVE","26164",,"41.760553728","-87.631036482","
,  
(41.76055372799078, -87.63103648207158)"
"7157527","2024-05-01T15:28:32.000","2024-05-01T00:00:00.000","CN063014","OPEN",,"CHIMNEY","EXTERIOR:W   :","WEST ELEVATION / CHIMNEYS - LOOSE, ERODED MORTAR JOINTS WITH SPALLING PARG COAT AND MISSING CAPPING. PERMIT IS REQUIRED FOR ALL REPAIRS TO CHIMNEYS. ALL WORK IS SUBJECT TO INSPECTION AND APPROVAL UPON COMPLETION.","Failed to maintain chimney in safe and sound working condition.  (13-196-590, 13-196-530(b) and (c), 13-196-641)","464422","14328163","FAILED","N","COMPLAINT","CONSERVATION","1540 W GARFIELD BLVD","1540","W","GARFIELD","BLVD","548948",,"41.794148971","-87.663735153","
,  
(41.7941489709907, -87.66373515264111)"
"7157325","2024-05-01T10:37:47.000","2024-05-01T00:00:00.000","CN190019","OPEN",,"ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF BUILDING - NO RESPONSE, UNABLE TO VERFY DETECTORS AND OCCUPANCY.","Arrange for inspection of premises. (13-12-100)","BL00831","14327976","FAILED","N","COMPLAINT","CONSERVATION","5316 S WASHTENAW AVE","5316","S","WASHTENAW","AVE","334574",,"41.796835035","-87.691592864","
,  
(41.796835035487426, -87.69159286423488)"
"7157528","2024-05-01T15:28:32.000","2024-05-01T00:00:00.000","CN138086","OPEN",,"RATS-ELEVATE MATERIAL 18""","EXTERIOR:N   :","NORTH ELEVATION / LARGE PILE OF BRANCHES AND BRUSH IN REAR YARD.","Elevate wood, lumber or other material 18 inches above ground to eliminate rat harboring places or remove from premises. (7-28-720)","464422","14328163","FAILED","N","COMPLAINT","CONSERVATION","1540 W GARFIELD BLVD","1540","W","GARFIELD","BLVD","548948",,"41.794148971","-87.663735153","
,  
(41.7941489709907, -87.66373515264111)"
"7157495","2024-05-01T14:31:36.000","2024-05-01T00:00:00.000","CN190019","OPEN",,"ARRANGE PREMISE INSPECTION","OTHER   :    :OTHER","INTERIOR OF BUILDING /NO RESPONSE. UNVERIFIED COMPLAINT OF REAR PORCH ISSUES.","Arrange for inspection of premises. (13-12-100)","282126","14328084","FAILED","N","COMPLAINT","CONSERVATION","4449 W MONTANA ST","4449","W","MONTANA","ST","105756",,"41.925232912","-87.73853587","
,  
(41.925232912233234, -87.73853587036221)"
"7158137","2024-05-02T14:30:49.000","2024-05-01T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"TEST AUTO FIRE RECALL PRIOR TO FINAL.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","541348","14327089","PASSED","N","PERMIT","ELEVATOR","2939 W ADDISON ST","2939","W","ADDISON","ST","132211",,"41.946538983","-87.702084886","
,  
(41.9465389829682, -87.70208488614152)"
"7158059","2024-05-01T15:28:09.000","2024-05-01T00:00:00.000","CN190029","OPEN",,"ARRANGE FOR REINSPECTION REGAR","INTERIOR:001 :","INTERIOR OF BUILDING , NO ENTRY NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS.","pending notice reinspection","BL00904","13853169","FAILED","N","PERIODIC","CONSERVATION","107 N LOTUS AVE","107","N","LOTUS","AVE","1616",,"41.882558042","-87.761471436","
,  
(41.88255804241793, -87.76147143599329)"
"7088599","2024-05-08T07:25:34.000","2024-05-01T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"REPAIR HOLE IN MACHINE ROOM CIELING.","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","432622","14176237","FAILED","N","PERIODIC","ELEVATOR","445 N SACRAMENTO BLVD","445","N","SACRAMENTO","BLVD","39592",,"41.889867745","-87.701419705","
,  
(41.889867745157225, -87.70141970525782)"
