"station_name","measurement_timestamp","air_temperature","wet_bulb_temperature","humidity","rain_intensity","interval_rain","total_rain","precipitation_type","wind_direction","wind_speed","maximum_wind_speed","barometric_pressure","solar_radiation","heading","battery_life","measurement_timestamp_label","measurement_id"
"Foster Weather Station","2024-05-03T20:00:00.000","12.39",,"69",,"0",,,"0","3.3","0","995.6","6",,"15.1","05/03/2024 8:00 PM","FosterWeatherStation202405032000"
"Oak Street Weather Station","2024-05-03T20:00:00.000","15.2","8.9","42","0","0","93.2","0","187","0.9","2.3","997","0","358","12","05/03/2024 8:00 PM","OakStreetWeatherStation202405032000"
"Foster Weather Station","2024-05-03T19:00:00.000","13.39",,"67",,"0",,,"0","3.3","0","995.6","121",,"15.1","05/03/2024 7:00 PM","FosterWeatherStation202405031900"
"Oak Street Weather Station","2024-05-03T19:00:00.000","14.9","9.9","52","0","0","93.2","0","0","0.5","0.9","997.2","22","357","11.9","05/03/2024 7:00 PM","OakStreetWeatherStation202405031900"
"Foster Weather Station","2024-05-03T18:00:00.000","13.06",,"73",,"0",,,"0","3.3","0","995.6","301",,"15.1","05/03/2024 6:00 PM","FosterWeatherStation202405031800"
"Oak Street Weather Station","2024-05-03T18:00:00.000","13.8","10.6","68","0","0","93.2","0","58","0.4","1.5","997.2","27","358","11.9","05/03/2024 6:00 PM","OakStreetWeatherStation202405031800"
"Foster Weather Station","2024-05-03T17:00:00.000","13.28",,"73",,"0",,,"0","3.3","0","995.6","497",,"15.1","05/03/2024 5:00 PM","FosterWeatherStation202405031700"
"Oak Street Weather Station","2024-05-03T17:00:00.000","13.6","11.5","78","0","0","93.2","0","78","0.9","1.7","997.2","53","358","11.9","05/03/2024 5:00 PM","OakStreetWeatherStation202405031700"
"Foster Weather Station","2024-05-03T16:00:00.000","13",,"74",,"0",,,"0","3.3","0","995.9","651",,"15.1","05/03/2024 4:00 PM","FosterWeatherStation202405031600"
"Oak Street Weather Station","2024-05-03T16:00:00.000","14.2","11.6","74","0","0","93.2","0","122","1.2","1.9","997.6","608","357","11.9","05/03/2024 4:00 PM","OakStreetWeatherStation202405031600"
"Foster Weather Station","2024-05-03T15:00:00.000","13.78",,"69",,"0",,,"0","3.3","0","995.9","747",,"15.1","05/03/2024 3:00 PM","FosterWeatherStation202405031500"
"Oak Street Weather Station","2024-05-03T15:00:00.000","14.3","11.5","72","0","0","93.2","0","119","1.1","2.6","997.5","710","358","12","05/03/2024 3:00 PM","OakStreetWeatherStation202405031500"
"Foster Weather Station","2024-05-03T14:00:00.000","14.17",,"66",,"0",,,"0","3.3","0","995.9","843",,"15.1","05/03/2024 2:00 PM","FosterWeatherStation202405031400"
"Oak Street Weather Station","2024-05-03T14:00:00.000","14.8","12","72","0","0","93.2","0","45","1.2","1.8","997.4","723","358","12","05/03/2024 2:00 PM","OakStreetWeatherStation202405031400"
"Foster Weather Station","2024-05-03T13:00:00.000","14",,"73",,"0",,,"0","3.3","0","995.6","925",,"15.1","05/03/2024 1:00 PM","FosterWeatherStation202405031300"
"Oak Street Weather Station","2024-05-03T13:00:00.000","14.3","12.4","81","0","0","93.2","0","24","3.2","4.3","997.1","834","358","11.9","05/03/2024 1:00 PM","OakStreetWeatherStation202405031300"
"Foster Weather Station","2024-05-03T12:00:00.000","13.67",,"75",,"0",,,"0","3.3","0","994.9","728",,"15.1","05/03/2024 12:00 PM","FosterWeatherStation202405031200"
"Oak Street Weather Station","2024-05-03T12:00:00.000","14.5","12.7","81","0","0","93.2","0","52","0.5","1.1","996.5","619","358","11.9","05/03/2024 12:00 PM","OakStreetWeatherStation202405031200"
"Foster Weather Station","2024-05-03T11:00:00.000","13.39",,"80",,"0",,,"0","3.3","0","994.9","179",,"15.1","05/03/2024 11:00 AM","FosterWeatherStation202405031100"
"Oak Street Weather Station","2024-05-03T11:00:00.000","13.7","12.6","88","0","0","93.2","0","14","1.3","2.1","996.8","211","358","11.9","05/03/2024 11:00 AM","OakStreetWeatherStation202405031100"
"Foster Weather Station","2024-05-03T10:00:00.000","12.78",,"87",,"0",,,"0","3.3","0","994.6","112",,"15.1","05/03/2024 10:00 AM","FosterWeatherStation202405031000"
"Oak Street Weather Station","2024-05-03T10:00:00.000","13.5","12.8","92","0","0","93.2","0","23","2.3","3.4","996.1","134","358","11.8","05/03/2024 10:00 AM","OakStreetWeatherStation202405031000"
"Foster Weather Station","2024-05-03T09:00:00.000","13.06",,"89",,"0",,,"0","3.3","0","993.6","48",,"15.1","05/03/2024 9:00 AM","FosterWeatherStation202405030900"
"Oak Street Weather Station","2024-05-03T09:00:00.000","13.5","12.9","93","0","0.1","93.2","0","23","1.1","2.1","995.5","22","357","11.9","05/03/2024 9:00 AM","OakStreetWeatherStation202405030900"
"Foster Weather Station","2024-05-03T08:00:00.000","14",,"86",,"0",,,"0","3.3","0","993.2","20",,"15.1","05/03/2024 8:00 AM","FosterWeatherStation202405030800"
"Oak Street Weather Station","2024-05-03T08:00:00.000","17.9","16.5","88","0","0","93.1","60","338","1.1","2.9","994.4","7","358","12","05/03/2024 8:00 AM","OakStreetWeatherStation202405030800"
"Foster Weather Station","2024-05-03T07:00:00.000","15.17",,"87",,"0",,,"0","3.3","0","991.9","39",,"15.1","05/03/2024 7:00 AM","FosterWeatherStation202405030700"
"Oak Street Weather Station","2024-05-03T07:00:00.000","16.1","15.3","92","0","0","93.1","0","358","0.3","0.6","993.6","23","358","11.8","05/03/2024 7:00 AM","OakStreetWeatherStation202405030700"
"Foster Weather Station","2024-05-03T06:00:00.000","15.67",,"88",,"0",,,"0","3.3","0","991.2","5",,"15.1","05/03/2024 6:00 AM","FosterWeatherStation202405030600"
"Oak Street Weather Station","2024-05-03T06:00:00.000","16.1","15.4","93","0","0","93.1","0","0","0","0.4","992.7","1","358","12","05/03/2024 6:00 AM","OakStreetWeatherStation202405030600"
"Foster Weather Station","2024-05-03T05:00:00.000","16.17",,"88",,"0",,,"0","3.3","0","990.9","0",,"15.1","05/03/2024 5:00 AM","FosterWeatherStation202405030500"
"Oak Street Weather Station","2024-05-03T05:00:00.000","16.3","15.5","92","0","0","93.1","0","0","0","0.8","992.3","-3","358","11.9","05/03/2024 5:00 AM","OakStreetWeatherStation202405030500"
"Foster Weather Station","2024-05-03T04:00:00.000","16.39",,"88",,"0.41",,,"0","3.3","0","990.5","0",,"15.1","05/03/2024 4:00 AM","FosterWeatherStation202405030400"
"Oak Street Weather Station","2024-05-03T04:00:00.000","16.9","15.8","90","0","0.4","93.1","60","345","1","1.3","992.1","-3","358","11.9","05/03/2024 4:00 AM","OakStreetWeatherStation202405030400"
"Foster Weather Station","2024-05-03T03:00:00.000","16.39",,"87",,"0.18",,,"0","3.3","0","990.5","0",,"15.1","05/03/2024 3:00 AM","FosterWeatherStation202405030300"
"Oak Street Weather Station","2024-05-03T03:00:00.000","17.8","16.3","87","0.6","0.3","92.7","60","255","0.5","2.1","992.3","-3","358","11.9","05/03/2024 3:00 AM","OakStreetWeatherStation202405030300"
"Oak Street Weather Station","2024-05-03T02:00:00.000","17.2","15.8","87","0","0","92.4","0","133","1","1.8","990.9","-3","358","11.9","05/03/2024 2:00 AM","OakStreetWeatherStation202405030200"
"Foster Weather Station","2024-05-03T01:00:00.000","15",,"88",,"1.09",,,"0","3.3","0","989.5","1",,"15.2","05/03/2024 1:00 AM","FosterWeatherStation202405030100"
"Oak Street Weather Station","2024-05-03T01:00:00.000","16.8","15.8","90","0","0","92.4","0","130","2.7","4","991.2","-2","358","11.9","05/03/2024 1:00 AM","OakStreetWeatherStation202405030100"
"Foster Weather Station","2024-05-03T00:00:00.000","17.17",,"87",,"3.89",,,"0","3.3","0","988.8","1",,"15.1","05/03/2024 12:00 AM","FosterWeatherStation202405032400"
"Oak Street Weather Station","2024-05-03T00:00:00.000","18.1","16.7","88","0","0.4","92.4","0","341","0.6","1.5","990.7","-3","358","12","05/03/2024 12:00 AM","OakStreetWeatherStation202405032400"
"Foster Weather Station","2024-05-02T23:00:00.000","17.28",,"85",,"12.32",,,"0","3.3","0","989.5","0",,"15.1","05/02/2024 11:00 PM","FosterWeatherStation202405022300"
"Oak Street Weather Station","2024-05-02T23:00:00.000","17.1","15.8","88","5.4","4.7","92","60","99","0.3","1.5","990.8","-3","358","12","05/02/2024 11:00 PM","OakStreetWeatherStation202405022300"
"Foster Weather Station","2024-05-02T22:00:00.000","18.06",,"73",,"0",,,"0","3.3","0","988.5","5",,"15.1","05/02/2024 10:00 PM","FosterWeatherStation202405022200"
"Oak Street Weather Station","2024-05-02T22:00:00.000","20.1","16.6","71","0","0.2","87.2","0","95","1.2","1.7","990.4","-3","358","11.9","05/02/2024 10:00 PM","OakStreetWeatherStation202405022200"
"Foster Weather Station","2024-05-02T21:00:00.000","15.06",,"81",,"0",,,"0","3.3","0","988.5","5",,"15.1","05/02/2024 9:00 PM","FosterWeatherStation202405022100"
"Oak Street Weather Station","2024-05-02T21:00:00.000","20.9","16.7","66","0","0","87.1","60","67","1.1","2.7","990","-3","358","11.8","05/02/2024 9:00 PM","OakStreetWeatherStation202405022100"
"Foster Weather Station","2024-05-02T20:00:00.000","14.89",,"82",,"0",,,"0","3.3","0","988.1","5",,"15.1","05/02/2024 8:00 PM","FosterWeatherStation202405022000"
"Oak Street Weather Station","2024-05-02T20:00:00.000","18.7","15.9","75","0","0","87.1","0","92","2.1","2.9","989.8","-3","358","11.9","05/02/2024 8:00 PM","OakStreetWeatherStation202405022000"
"Foster Weather Station","2024-05-02T19:00:00.000","15",,"79",,"0",,,"0","3.3","0","988.1","46",,"15.1","05/02/2024 7:00 PM","FosterWeatherStation202405021900"
"Oak Street Weather Station","2024-05-02T19:00:00.000","19.9","16.1","69","0","0","87.1","0","105","2.8","5.2","989.8","34","358","12","05/02/2024 7:00 PM","OakStreetWeatherStation202405021900"
"Foster Weather Station","2024-05-02T18:00:00.000","16.5",,"77",,"0",,,"0","3.3","0","987.8","128",,"15.1","05/02/2024 6:00 PM","FosterWeatherStation202405021800"
"Oak Street Weather Station","2024-05-02T18:00:00.000","18.9","16.6","80","0","0","87.1","0","299","1","2.2","989.6","97","358","11.9","05/02/2024 6:00 PM","OakStreetWeatherStation202405021800"
"Foster Weather Station","2024-05-02T17:00:00.000","17.06",,"75",,"1.09",,,"0","3.3","0","988.1","52",,"15.1","05/02/2024 5:00 PM","FosterWeatherStation202405021700"
"Oak Street Weather Station","2024-05-02T17:00:00.000","19.6","17.2","79","0","0.9","87.1","0","135","1.3","1.8","989.7","108","358","12","05/02/2024 5:00 PM","OakStreetWeatherStation202405021700"
"Foster Weather Station","2024-05-02T16:00:00.000","17.39",,"79",,"9.42",,,"0","3.3","0","988.1","435",,"15.1","05/02/2024 4:00 PM","FosterWeatherStation202405021600"
"Oak Street Weather Station","2024-05-02T16:00:00.000","18.2","16.4","84","0","3.3","86.1","0","113","4.7","8.9","990.6","259","358","11.9","05/02/2024 4:00 PM","OakStreetWeatherStation202405021600"
"Foster Weather Station","2024-05-02T15:00:00.000","16.17",,"65",,"0.76",,,"0","3.3","0","990.9","13",,"15.1","05/02/2024 3:00 PM","FosterWeatherStation202405021500"
"Oak Street Weather Station","2024-05-02T15:00:00.000","17.3","13.8","68","0.6","0","82.8","60","332","2","4.2","991.7","6","358","12","05/02/2024 3:00 PM","OakStreetWeatherStation202405021500"
"Foster Weather Station","2024-05-02T14:00:00.000","15.06",,"63",,"0",,,"0","3.3","0","989.8","990",,"15.1","05/02/2024 2:00 PM","FosterWeatherStation202405021400"
"Oak Street Weather Station","2024-05-02T14:00:00.000","15.8","12.7","70","0","0","82.8","0","17","1.6","2.3","991.3","322","358","11.9","05/02/2024 2:00 PM","OakStreetWeatherStation202405021400"
"Foster Weather Station","2024-05-02T13:00:00.000","14.28",,"64",,"0",,,"0","3.3","0","990.2","750",,"15.1","05/02/2024 1:00 PM","FosterWeatherStation202405021300"
"Oak Street Weather Station","2024-05-02T13:00:00.000","15.5","12.3","70","0","0","82.8","0","59","1.5","2","991.9","593","358","11.8","05/02/2024 1:00 PM","OakStreetWeatherStation202405021300"
"Foster Weather Station","2024-05-02T12:00:00.000","15",,"59",,"0",,,"0","3.3","0","991.2","729",,"15.1","05/02/2024 12:00 PM","FosterWeatherStation202405021200"
"Oak Street Weather Station","2024-05-02T12:00:00.000","17.4","12.3","55","0","0","82.8","0","112","4.1","5.1","992.5","427","358","11.9","05/02/2024 12:00 PM","OakStreetWeatherStation202405021200"
"Foster Weather Station","2024-05-02T11:00:00.000","14.78",,"60",,"0",,,"0","3.3","0","991.5","616",,"15.1","05/02/2024 11:00 AM","FosterWeatherStation202405021100"
"Oak Street Weather Station","2024-05-02T11:00:00.000","17.5","12","52","0","0","82.8","0","112","3.5","5.6","993.1","733","358","11.9","05/02/2024 11:00 AM","OakStreetWeatherStation202405021100"
"Foster Weather Station","2024-05-02T10:00:00.000","13.67",,"66",,"0",,,"0","3.3","0","991.9","291",,"15.1","05/02/2024 10:00 AM","FosterWeatherStation202405021000"
"Oak Street Weather Station","2024-05-02T10:00:00.000","15.4","11.3","61","0","0","82.8","0","108","3.8","7","993.3","313","358","12","05/02/2024 10:00 AM","OakStreetWeatherStation202405021000"
"Foster Weather Station","2024-05-02T09:00:00.000","12.89",,"68",,"0",,,"0","3.3","0","992.9","295",,"15.1","05/02/2024 9:00 AM","FosterWeatherStation202405020900"
"Oak Street Weather Station","2024-05-02T09:00:00.000","14","10.3","64","0","0","82.8","0","110","3.4","5.5","994.4","199","358","12.1","05/02/2024 9:00 AM","OakStreetWeatherStation202405020900"
"Foster Weather Station","2024-05-02T08:00:00.000","13.78",,"66",,"0",,,"0","3.3","0","992.9","300",,"15.1","05/02/2024 8:00 AM","FosterWeatherStation202405020800"
"Oak Street Weather Station","2024-05-02T08:00:00.000","14.9","10.7","60","0","0","82.8","0","111","2.8","6.1","994.6","330","358","12","05/02/2024 8:00 AM","OakStreetWeatherStation202405020800"
"Foster Weather Station","2024-05-02T07:00:00.000","12.39",,"71",,"0",,,"0","3.3","0","993.6","121",,"15.2","05/02/2024 7:00 AM","FosterWeatherStation202405020700"
"Oak Street Weather Station","2024-05-02T07:00:00.000","13.8","10.4","66","0","0","82.8","0","121","1.7","3.4","995.3","74","358","11.9","05/02/2024 7:00 AM","OakStreetWeatherStation202405020700"
"Foster Weather Station","2024-05-02T06:00:00.000","12.06",,"70",,"0",,,"0","3.3","0","992.9","19",,"15.1","05/02/2024 6:00 AM","FosterWeatherStation202405020600"
"Oak Street Weather Station","2024-05-02T06:00:00.000","13","10","69","0","0","82.8","0","144","0.8","1.6","994.7","13","358","11.9","05/02/2024 6:00 AM","OakStreetWeatherStation202405020600"
"Foster Weather Station","2024-05-02T05:00:00.000","12.39",,"68",,"0",,,"0","3.3","0","992.9","4",,"15.1","05/02/2024 5:00 AM","FosterWeatherStation202405020500"
"Oak Street Weather Station","2024-05-02T05:00:00.000","13.1","9.7","65","0","0","82.8","0","175","0.6","1.2","994.8","0","358","11.9","05/02/2024 5:00 AM","OakStreetWeatherStation202405020500"
"Foster Weather Station","2024-05-02T04:00:00.000","13",,"66",,"0",,,"0","3.3","0","992.6","4",,"15.2","05/02/2024 4:00 AM","FosterWeatherStation202405020400"
"Oak Street Weather Station","2024-05-02T04:00:00.000","14.3","10.2","59","0","0","82.8","0","132","1.3","2.3","994.6","-2","358","11.9","05/02/2024 4:00 AM","OakStreetWeatherStation202405020400"
"Foster Weather Station","2024-05-02T03:00:00.000","13.06",,"64",,"0",,,"0","3.3","0","992.6","5",,"15.2","05/02/2024 3:00 AM","FosterWeatherStation202405020300"
"Oak Street Weather Station","2024-05-02T03:00:00.000","14.4","9.7","54","0","0","82.8","0","185","0.4","1.2","994.5","0","358","12","05/02/2024 3:00 AM","OakStreetWeatherStation202405020300"
"Foster Weather Station","2024-05-02T02:00:00.000","12",,"78",,"0",,,"0","3.3","0","992.6","5",,"15.2","05/02/2024 2:00 AM","FosterWeatherStation202405020200"
"Oak Street Weather Station","2024-05-02T02:00:00.000","13.1","11.2","80","0","0","82.8","0","3","0.5","0.9","994.5","0","358","12","05/02/2024 2:00 AM","OakStreetWeatherStation202405020200"
"Foster Weather Station","2024-05-02T01:00:00.000","13.5",,"74",,"0",,,"0","3.3","0","992.6","5",,"15.2","05/02/2024 1:00 AM","FosterWeatherStation202405020100"
"Oak Street Weather Station","2024-05-02T01:00:00.000","15.6","11.3","60","0","0","82.8","0","177","0.6","1.1","994.6","-2","358","11.9","05/02/2024 1:00 AM","OakStreetWeatherStation202405020100"
"Foster Weather Station","2024-05-02T00:00:00.000","17.56",,"39",,"0",,,"0","3.3","0","992.6","5",,"15.1","05/02/2024 12:00 AM","FosterWeatherStation202405022400"
"Oak Street Weather Station","2024-05-02T00:00:00.000","18.9","10.9","36","0","0","82.8","0","296","0.5","0.6","994.7","-2","358","11.9","05/02/2024 12:00 AM","OakStreetWeatherStation202405022400"
"Foster Weather Station","2024-05-01T23:00:00.000","17.06",,"38",,"0",,,"0","3.3","0","992.2","3",,"15.2","05/01/2024 11:00 PM","FosterWeatherStation202405012300"
"Oak Street Weather Station","2024-05-01T23:00:00.000","19.9","11.2","33","0","0","82.8","0","138","0.7","1.2","994.4","-2","358","12","05/01/2024 11:00 PM","OakStreetWeatherStation202405012300"
"Foster Weather Station","2024-05-01T22:00:00.000","17",,"37",,"0",,,"0","3.3","0","992.2","4",,"15.2","05/01/2024 10:00 PM","FosterWeatherStation202405012200"
"Oak Street Weather Station","2024-05-01T22:00:00.000","20.2","11.6","34","0","0","82.8","0","0","0","0.5","994.3","-3","358","12.1","05/01/2024 10:00 PM","OakStreetWeatherStation202405012200"
"Foster Weather Station","2024-05-01T21:00:00.000","16.17",,"44",,"0",,,"0","3.3","0","991.5","4",,"15.1","05/01/2024 9:00 PM","FosterWeatherStation202405012100"
"Oak Street Weather Station","2024-05-01T21:00:00.000","20.2","11.9","36","0","0","82.8","0","1","0.5","0.7","993.4","-3","358","11.9","05/01/2024 9:00 PM","OakStreetWeatherStation202405012100"
"Foster Weather Station","2024-05-01T20:00:00.000","16.67",,"49",,"0",,,"0","3.3","0","991.2","6",,"15.1","05/01/2024 8:00 PM","FosterWeatherStation202405012000"
"Oak Street Weather Station","2024-05-01T20:00:00.000","19.7","11.5","36","0","0","82.8","0","127","1.2","2.5","993.3","-2","358","12","05/01/2024 8:00 PM","OakStreetWeatherStation202405012000"
"Foster Weather Station","2024-05-01T19:00:00.000","17.67",,"41",,"0",,,"0","3.3","0","990.9","46",,"15.1","05/01/2024 7:00 PM","FosterWeatherStation202405011900"
"Oak Street Weather Station","2024-05-01T19:00:00.000","18.5","12","46","0","0","82.8","0","99","1.9","2.3","992.7","23","358","12","05/01/2024 7:00 PM","OakStreetWeatherStation202405011900"
"Foster Weather Station","2024-05-01T18:00:00.000","17.28",,"50",,"0",,,"0","3.3","0","990.9","331",,"15.1","05/01/2024 6:00 PM","FosterWeatherStation202405011800"
"Oak Street Weather Station","2024-05-01T18:00:00.000","19.7","12.5","43","0","0","82.8","0","18","0.6","1.9","992.7","66","358","11.9","05/01/2024 6:00 PM","OakStreetWeatherStation202405011800"
"Foster Weather Station","2024-05-01T17:00:00.000","23.89",,"20",,"0",,,"0","3.3","0","990.2","367",,"15.1","05/01/2024 5:00 PM","FosterWeatherStation202405011700"
"Oak Street Weather Station","2024-05-01T17:00:00.000","24.1","11.9","20","0","0","82.8","0","3","1","3.9","992.2","62","358","11.9","05/01/2024 5:00 PM","OakStreetWeatherStation202405011700"
"Foster Weather Station","2024-05-01T16:00:00.000","23.89",,"19",,"0",,,"0","3.3","0","990.2","627",,"15.1","05/01/2024 4:00 PM","FosterWeatherStation202405011600"
"Oak Street Weather Station","2024-05-01T16:00:00.000","24.6","12.1","19","0","0","82.8","0","343","3.9","7.5","992.3","562","358","12","05/01/2024 4:00 PM","OakStreetWeatherStation202405011600"
"Foster Weather Station","2024-05-01T15:00:00.000","23.39",,"19",,"0",,,"0","3.3","0","990.2","748",,"15.1","05/01/2024 3:00 PM","FosterWeatherStation202405011500"
"Oak Street Weather Station","2024-05-01T15:00:00.000","25.1","12.5","20","0","0","82.8","0","333","1","2.7","992","689","358","12.1","05/01/2024 3:00 PM","OakStreetWeatherStation202405011500"
"Foster Weather Station","2024-05-01T14:00:00.000","23",,"23",,"0",,,"0","3.3","0","989.8","929",,"15.1","05/01/2024 2:00 PM","FosterWeatherStation202405011400"
"Oak Street Weather Station","2024-05-01T14:00:00.000","24.5","12.2","21","0","0","82.8","0","356","2.5","4.9","991.8","791","358","12","05/01/2024 2:00 PM","OakStreetWeatherStation202405011400"
"Foster Weather Station","2024-05-01T13:00:00.000","22.06",,"23",,"0",,,"0","3.3","0","989.5","384",,"15.1","05/01/2024 1:00 PM","FosterWeatherStation202405011300"
"Oak Street Weather Station","2024-05-01T13:00:00.000","23.7","13.2","29","0","0","82.8","0","337","2.4","4.4","991.3","407","358","12","05/01/2024 1:00 PM","OakStreetWeatherStation202405011300"
"Foster Weather Station","2024-05-01T12:00:00.000","22.17",,"29",,"0",,,"0","3.3","0","989.5","857",,"15.1","05/01/2024 12:00 PM","FosterWeatherStation202405011200"
"Oak Street Weather Station","2024-05-01T12:00:00.000","24","14.2","33","0","0","82.8","0","259","1.4","5.3","991.1","799","358","12","05/01/2024 12:00 PM","OakStreetWeatherStation202405011200"
"Foster Weather Station","2024-05-01T11:00:00.000","22",,"26",,"0",,,"0","3.3","0","989.2","763",,"15.1","05/01/2024 11:00 AM","FosterWeatherStation202405011100"
"Oak Street Weather Station","2024-05-01T11:00:00.000","23.2","12.8","28","0","0","82.8","0","263","2.4","7.5","990.7","747","358","12","05/01/2024 11:00 AM","OakStreetWeatherStation202405011100"
"Foster Weather Station","2024-05-01T10:00:00.000","21.06",,"38",,"0",,,"0","3.3","0","988.8","634",,"15.1","05/01/2024 10:00 AM","FosterWeatherStation202405011000"
"Oak Street Weather Station","2024-05-01T10:00:00.000","22.2","15.1","47","0","0","82.8","0","66","1.1","3.5","990.4","635","358","12","05/01/2024 10:00 AM","OakStreetWeatherStation202405011000"
"Foster Weather Station","2024-05-01T09:00:00.000","20.17",,"58",,"0",,,"0","3.3","0","988.8","468",,"15.1","05/01/2024 9:00 AM","FosterWeatherStation202405010900"
"Oak Street Weather Station","2024-05-01T09:00:00.000","21.1","16.3","62","0","0","82.8","0","268","1.4","5.9","990.5","492","358","11.9","05/01/2024 9:00 AM","OakStreetWeatherStation202405010900"
"Foster Weather Station","2024-05-01T08:00:00.000","19.56",,"66",,"0",,,"0","3.3","0","988.5","311",,"15.1","05/01/2024 8:00 AM","FosterWeatherStation202405010800"
"Oak Street Weather Station","2024-05-01T08:00:00.000","20.8","16.8","68","0","0","82.8","0","265","1.8","3.3","990.2","418","358","11.9","05/01/2024 8:00 AM","OakStreetWeatherStation202405010800"
"Foster Weather Station","2024-05-01T07:00:00.000","19.28",,"65",,"0",,,"0","3.3","0","988.5","142",,"15.1","05/01/2024 7:00 AM","FosterWeatherStation202405010700"
"Oak Street Weather Station","2024-05-01T07:00:00.000","20.6","16.6","67","0","0","82.8","0","265","2.1","5.2","989.9","56","358","12","05/01/2024 7:00 AM","OakStreetWeatherStation202405010700"
"Foster Weather Station","2024-05-01T06:00:00.000","18.89",,"65",,"0",,,"0","3.3","0","987.1","16",,"15.1","05/01/2024 6:00 AM","FosterWeatherStation202405010600"
"Oak Street Weather Station","2024-05-01T06:00:00.000","20","15.9","66","0","0","82.8","0","283","0.9","2.5","988.8","10","357","12.1","05/01/2024 6:00 AM","OakStreetWeatherStation202405010600"
"Foster Weather Station","2024-05-01T05:00:00.000","18.67",,"68",,"0",,,"0","3.3","0","987.1","4",,"15.1","05/01/2024 5:00 AM","FosterWeatherStation202405010500"
"Oak Street Weather Station","2024-05-01T05:00:00.000","19.4","15.9","70","0","0","82.8","0","328","0.9","2","988.8","-3","358","12","05/01/2024 5:00 AM","OakStreetWeatherStation202405010500"
"Foster Weather Station","2024-05-01T04:00:00.000","19.28",,"65",,"0",,,"0","3.3","0","986.8","4",,"15.1","05/01/2024 4:00 AM","FosterWeatherStation202405010400"
"Oak Street Weather Station","2024-05-01T04:00:00.000","19.7","15.9","68","0","0","82.8","0","262","0.7","2.9","988.4","-4","358","12","05/01/2024 4:00 AM","OakStreetWeatherStation202405010400"
"Foster Weather Station","2024-05-01T03:00:00.000","20.28",,"58",,"0",,,"0","3.3","0","986.5","4",,"15.1","05/01/2024 3:00 AM","FosterWeatherStation202405010300"
"Oak Street Weather Station","2024-05-01T03:00:00.000","20.7","15.9","61","0","0","82.8","0","45","0.6","2","988.4","-4","358","11.9","05/01/2024 3:00 AM","OakStreetWeatherStation202405010300"
"Foster Weather Station","2024-05-01T02:00:00.000","20.5",,"56",,"0.23",,,"0","3.3","0","987.1","4",,"15.1","05/01/2024 2:00 AM","FosterWeatherStation202405010200"
"Oak Street Weather Station","2024-05-01T02:00:00.000","21.4","16","58","0","0.4","82.8","0","328","0.9","1.5","989","-3","358","11.9","05/01/2024 2:00 AM","OakStreetWeatherStation202405010200"
"Foster Weather Station","2024-05-01T01:00:00.000","21.39",,"51",,"0",,,"0","3.3","0","988.1","4",,"15.1","05/01/2024 1:00 AM","FosterWeatherStation202405010100"
"Oak Street Weather Station","2024-05-01T01:00:00.000","21.9","16","55","0","0","82.4","0","45","1.4","5","989.7","-4","358","11.9","05/01/2024 1:00 AM","OakStreetWeatherStation202405010100"
"Foster Weather Station","2024-05-01T00:00:00.000","20.78",,"55",,"0.08",,,"0","3.3","0","988.5","4",,"15.1","05/01/2024 12:00 AM","FosterWeatherStation202405012400"
"Oak Street Weather Station","2024-05-01T00:00:00.000","21.3","15.9","57","0","0","82.4","0","313","0.4","0.9","990.3","-4","358","11.9","05/01/2024 12:00 AM","OakStreetWeatherStation202405012400"
"Foster Weather Station","2024-04-30T23:00:00.000","20.56",,"54",,"0",,,"0","3.3","0","988.5","5",,"15.1","04/30/2024 11:00 PM","FosterWeatherStation202404302300"
"Oak Street Weather Station","2024-04-30T23:00:00.000","20.1","15.2","60","0","0","82.4","0","0","0.4","0.5","990.2","-3","358","11.9","04/30/2024 11:00 PM","OakStreetWeatherStation202404302300"
"Foster Weather Station","2024-04-30T22:00:00.000","15.5",,"68",,"0",,,"0","3.3","0","988.1","4",,"15.1","04/30/2024 10:00 PM","FosterWeatherStation202404302200"
"Oak Street Weather Station","2024-04-30T22:00:00.000","20","15","59","0","0","82.4","0","129","1.3","2.6","989.9","-3","358","12","04/30/2024 10:00 PM","OakStreetWeatherStation202404302200"
"Foster Weather Station","2024-04-30T21:00:00.000","14.17",,"70",,"0",,,"0","3.3","0","988.5","4",,"15.2","04/30/2024 9:00 PM","FosterWeatherStation202404302100"
"Oak Street Weather Station","2024-04-30T21:00:00.000","19.3","14.2","57","0","0","82.4","0","0","0","0.6","990.1","-3","358","11.8","04/30/2024 9:00 PM","OakStreetWeatherStation202404302100"
"Foster Weather Station","2024-04-30T20:00:00.000","14",,"72",,"0",,,"0","3.3","0","988.1","5",,"15.1","04/30/2024 8:00 PM","FosterWeatherStation202404302000"
"Oak Street Weather Station","2024-04-30T20:00:00.000","19.1","14","58","0","0","82.4","0","132","2.2","3.4","989.8","-2","358","11.9","04/30/2024 8:00 PM","OakStreetWeatherStation202404302000"
"Foster Weather Station","2024-04-30T19:00:00.000","13.39",,"72",,"0",,,"0","3.3","0","988.8","104",,"15.1","04/30/2024 7:00 PM","FosterWeatherStation202404301900"
"Oak Street Weather Station","2024-04-30T19:00:00.000","18.9","13.5","55","0","0","82.4","0","121","2.8","4","990.3","13","358","11.9","04/30/2024 7:00 PM","OakStreetWeatherStation202404301900"
