"id","fuel_type_code","station_name","street_address","intersection_directions","city","state","zip","plus4","station_phone","status_code","expected_date","groups_with_access_code","access_days_time","cards_accepted","bd_blends","ng_fill_type_code","ng_psi","ev_level1_evse_num","ev_level2_evse_num","ev_dc_fast_count","ev_other_info","ev_network","ev_network_web","geocode_status","latitude","longitude","date_last_confirmed","updated_at","owner_type_code","federal_agency_id","federal_agency_name","open_date","hydrogen_status_link","ng_vehicle_class","lpg_primary","e85_blender_pump","location"
"114163","ELEC","AC Hotel Chicago Downtown - Tesla Destination","630 N Rush St",,"Chicago","IL","60611",,"312-981-6600  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","41.893499","-87.625498","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2014-05-12T00:00:00.000",,,,,"(41.893499, -87.625498)"
"114164","ELEC","640 N LaSalle Parking Garage - Tesla Destination","640 N LaSalle St",,"Chicago","IL","60654",,"312-951-1640  877-798-3752","E",,"Public",,,,,,,"6",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","41.8936252","-87.6334239","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-10-23T00:00:00.000",,,,,"(41.8936252, -87.6334239)"
"114165","ELEC","Park Hyatt Chicago - Tesla Destination","800 N Michigan Ave",,"Chicago","IL","60611",,"312-335-1234  877-798-3752","E",,"Public",,,,,,,"1",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","41.896792","-87.625142","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2014-09-09T00:00:00.000",,,,,"(41.896792, -87.625142)"
"114167","ELEC","Wyndham Chicago O'Hare - Tesla Destination","1450 Touhy Ave",,"Des Plaines","IL","60018",,"847-296-8866  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","42.0103814","-87.887338","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2018-04-13T00:00:00.000",,,,,"(42.0103814, -87.887338)"
"114168","ELEC","Comfort Inn O'Hare - Convention Center - Tesla Destination","2175 Touhy Ave",,"Des Plaines","IL","60018",,"847-635-1300  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","42.0096014","-87.8707864","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-09-11T00:00:00.000",,,,,"(42.0096014, -87.8707864)"
"114171","ELEC","Best Western O'Hare North/Elk Grove Hotel - Tesla Destination","100 Busse Rd",,"Elk Grove Village","IL","60007",,"847-593-8600  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","42.0248324","-87.9606725","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-12-07T00:00:00.000",,,,,"(42.0248324, -87.9606725)"
"114172","ELEC","Holiday Inn Chicago-Elk Grove - Tesla Destination","1000 Busse Rd",,"Elk Grove Village","IL","60007",,"847-437-6010  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","42.010468","-87.960841","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-11-14T00:00:00.000",,,,,"(42.010468, -87.960841)"
"114173","ELEC","Super 8 O'Hare Elk Grove - Tesla Destination","2951 Touhy Ave",,"Elk Grove Village","IL","60007",,"847-827-3133  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","42.0072885","-87.9359308","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-12-07T00:00:00.000",,,,,"(42.0072885, -87.9359308)"
"114174","ELEC","Clarion Inn Elmhurst - Oakbrook - Tesla Destination","933 S Riverside Dr",,"Elmhurst","IL","60126",,"630-279-0700  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","41.869944","-87.95672","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-07-10T00:00:00.000",,,,,"(41.869944, -87.95672)"
"114175","ELEC","Stone Terrace, a Select Registry Property - Tesla Destination","1622 Forest Pl",,"Evanston","IL","60201",,"847-859-2198  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","42.045779","-87.674557","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-07-25T00:00:00.000",,,,,"(42.045779, -87.674557)"
"114176","ELEC","Hilton Orrington/Evanston - Tesla Destination","1710 Orrington Ave",,"Evanston","IL","60201",,"847-866-8700  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","42.049151","-87.6804256","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-10-19T00:00:00.000",,,,,"(42.049151, -87.6804256)"
"114177","ELEC","R Place - Tesla Destination","1527 Harlem Ave",,"Forest Park","IL","60130",,"708-488-1100  877-798-3752","E",,"Public",,,,,,,"6",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","41.8585916","-87.8044168","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-12-04T00:00:00.000",,,,,"(41.8585916, -87.8044168)"
"114184","ELEC","The Herrington Inn and Spa - Tesla Destination","15 S River Ln",,"Geneva","IL","60134",,"630-208-7433  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","41.8868446","-88.3038036","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2015-01-22T00:00:00.000",,,,,"(41.8868446, -88.3038036)"
"114185","ELEC","Delta Hotels by Marriott Chicago North Shore Suites - Tesla Destination","1400 Milwaukee Ave",,"Glenview","IL","60025",,"847-803-9800  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","42.0795693","-87.8654424","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-12-04T00:00:00.000",,,,,"(42.0795693, -87.8654424)"
"114187","ELEC","La Banque Hotel - Tesla Destination","2034 Ridge Rd",,"Homewood","IL","60430",,"708-798-6000  877-798-3752","E",,"Public",,,,,,,"1",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","41.56213","-87.666663","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2016-01-28T00:00:00.000",,,,,"(41.56213, -87.666663)"
"114189","ELEC","Eaglewood Resort & Spa - Tesla Destination","1401 Nordic Rd",,"Itasca","IL","60143",,"630-773-1400  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","41.958133","-88.0393104","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-09-20T00:00:00.000",,,,,"(41.958133, -88.0393104)"
"114193","ELEC","Hotel Indigo Naperville Riverwalk - Tesla Destination","120 Water St",,"Naperville","IL","60540",,"630-778-9676  877-798-3752","E",,"Public",,,,,,,"4",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","41.7706981","-88.1502517","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2018-02-28T00:00:00.000",,,,,"(41.7706981, -88.1502517)"
"114195","ELEC","Wildwood Tavern - Tesla Destination","6480 W Touhy",,"Niles","IL","60714",,"847-677-6663  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","42.012382","-87.78852","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2016-11-17T00:00:00.000",,,,,"(42.012382, -87.78852)"
"114196","ELEC","Advantage Gallery - Tesla Destination","7850 N. Milwaukee Ave",,"Niles","IL","60714",,"847-965-4444  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","42.0240608","-87.8129991","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2016-03-18T00:00:00.000",,,,,"(42.0240608, -87.8129991)"
"114197","ELEC","My Place Hotel - North Aurora - Tesla Destination","1000 Kilbery Ln",,"North Aurora","IL","60542",,"630-256-8485  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","41.81609","-88.351972","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2018-08-28T00:00:00.000",,,,,"(41.81609, -88.351972)"
"114198","ELEC","Hardware Gastro Pub - Tesla Destination","2000 W Orchard Rd",,"North Aurora","IL","60542",,"630-299-3977  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","GPS","41.817455","-88.350806","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2016-07-19T00:00:00.000",,,,,"(41.817455, -88.350806)"
"114199","ELEC","Oak Brook Public Library - Tesla Destination","600 Oak Brook Rd",,"Oak Brook","IL","60523",,"630-368-7702  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","41.833742","-87.937059","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2018-05-17T00:00:00.000",,,,,"(41.833742, -87.937059)"
"114200","ELEC","Village of Oak Brook - Soccer Club Lot - Tesla Destination","700 Oak Brook Rd",,"Oak Brook","IL","60523",,"630-368-6440  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","41.834286","-87.935472","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2018-04-11T00:00:00.000",,,,,"(41.834286, -87.935472)"
"114205","ELEC","Loews Chicago O'Hare - Tesla Destination","5300 N River Rd",,"Rosemont","IL","60018",,"847-544-5300  877-798-3752","E",,"Public",,,,,,,"4",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","41.9745","-87.862956","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2015-09-22T00:00:00.000",,,,,"(41.9745, -87.862956)"
"114206","ELEC","Hyatt Regency O'Hare - Tesla Destination","9300 Bryn Mawr Ave",,"Rosemont","IL","60018",,"847-696-1234  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","41.981019","-87.85953","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2015-09-09T00:00:00.000",,,,,"(41.981019, -87.85953)"
"114208","ELEC","Fairfield Inn & Suites by Marriott Chicago - Tesla Destination","700 National Pkwy",,"Schaumburg","IL","60173",,"847-541-3347  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","42.0413625","-88.0509415","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-11-21T00:00:00.000",,,,,"(42.0413625, -88.0509415)"
"114209","ELEC","Homewood Suites Chicago-Schaumburg - Tesla Destination","815 American Ln",,"Schaumburg","IL","60173",,"847-605-0400  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","42.047578","-88.05899","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-11-14T00:00:00.000",,,,,"(42.047578, -88.05899)"
"114210","ELEC","Four Points by Sheraton Chicago O'Hare Airport - Tesla Destination","10249 W Irving Park Rd",,"Schiller Park","IL","60176",,"847-671-6000  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","41.9552467","-87.8826061","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-09-20T00:00:00.000",,,,,"(41.9552467, -87.8826061)"
"114211","ELEC","Mantra by Indian Garden - Tesla Destination","9438 W Irving Park Rd",,"Schiller Park","IL","60176",,"847-260-5777  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","41.954697","-87.862552","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2018-03-26T00:00:00.000",,,,,"(41.954697, -87.862552)"
"114213","ELEC","Waukegan National Airport - Tesla Destination","2601 W Plane Rest Dr",,"Waukegan","IL","60087",,"847-244-0055  877-798-3752","E",,"Public",,,,,,,"4",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","42.4168768","-87.8672769","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-11-03T00:00:00.000",,,,,"(42.4168768, -87.8672769)"
"114214","ELEC","Waukegan Harbor & Marina - Tesla Destination","27 E Madison Ave",,"Waukegan","IL","60185",,"847-244-3133  877-798-3752","E",,"Public",,,,,,,"4",,,"Tesla Destination","https://www.tesla.com/destination-charging","GPS","42.3605363","-87.8251019","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-07-10T00:00:00.000",,,,,"(42.3605363, -87.8251019)"
"114215","ELEC","St. Andrews Golf Club - Tesla Destination","2241 IL-59",,"West Chicago","IL","60185",,"630-231-3100  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","41.9224259","-88.2073922","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-11-02T00:00:00.000",,,,,"(41.9224259, -88.2073922)"
"114221","ELEC","Fair Oaks Farms - Tesla Destination","856 N 600 E",,"Fair Oaks","IN","47943",,"219-394-2025  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","41.0095547","-87.2772904","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-09-12T00:00:00.000",,,,,"(41.0095547, -87.2772904)"
"114226","ELEC","New Oberpfalz Brewing - Tesla Destination","121 E Main St.",,"Griffith","IN","46319",,"219-513-9341  877-798-3752","E",,"Public",,,,,,,"2",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","41.52264","-87.426878","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2016-08-05T00:00:00.000",,,,,"(41.52264, -87.426878)"
"116176","ELEC","Lake Lawn Resort - Tesla Destination","2400 E Geneva St",,"Delavan","WI","53115",,"262-728-7950  877-798-3752","E",,"Public",,,,,,,"3",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-8","42.624654","-88.599594","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2017-05-18T00:00:00.000",,,,,"(42.624654, -88.599594)"
"116177","ELEC","2894 on Main Cafe - Tesla Destination","2894 Main St",,"East Troy","WI","53120",,"262-642-9600  877-798-3752","E",,"Public",,,,,,,"1",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","42.785565","-88.405655","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2014-09-08T00:00:00.000",,,,,"(42.785565, -88.405655)"
"116182","ELEC","The Abbey Resort & Avani Spa - Tesla Destination","269 Fontana Blvd",,"Fontana-on-Geneva Lake","WI","53125",,"262-275-6811  877-798-3752","E",,"Public",,,,,,,"1",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","42.548345","-88.576531","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2015-11-19T00:00:00.000",,,,,"(42.548345, -88.576531)"
"116188","ELEC","Grand Geneva Resort & Spa - Tesla Destination","7036 Grand Geneva Way",,"Lake Geneva","WI","53147",,"800-558-3417  877-798-3752","E",,"Public",,,,,,,"1",,,"Tesla Destination","https://www.tesla.com/destination-charging","200-9","42.610238","-88.406031","2022-10-06T00:00:00.000","2023-01-18T09:15:20.000Z","P",,,"2014-05-12T00:00:00.000",,,,,"(42.610238, -88.406031)"
"116801","ELEC","Fashion Outlets of Chicago - Tesla Supercharger","5220 Fashion Outlets Way",,"Rosemont","IL","60018",,"877-798-3752","E",,"Public","24 hours daily",,,,,,,"10",,"Tesla","https://www.tesla.com/supercharger","GPS","41.975263","-87.866046","2023-07-01T00:00:00.000","2023-07-14T14:41:28.000Z","P",,,"2018-12-01T00:00:00.000",,,,,"(41.975263, -87.866046)"
"116856","ELEC","WSB DARIEN","8001 Cass Avenue",,"Darien","IL","60561",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.741968","-87.973128","2024-05-09T00:00:00.000","2024-05-08T19:40:47.000Z",,,,"2019-01-08T00:00:00.000",,,,,"(41.741968, -87.973128)"
"116862","E85","Murphy Express","495 S Weber Rd",,"Romeoville","IL","60446",,"815-838-5197","E",,"Public - Credit card after hours","9am-9pm daily","A Cash D Debit M V",,,,,,,,,,"GPS","41.60659949769907","-88.12249959259034","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2019-01-15T00:00:00.000",,,,"true","(41.60659949769907, -88.12249959259034)"
"116870","ELEC","PRAIRIE STATE PRAIRIE STATE","299 S Coolidge St",,"Chicago Heights","IL","60411",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"1",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.525678","-87.639803","2024-05-09T00:00:00.000","2024-05-08T20:07:30.000Z",,,,"2019-01-09T00:00:00.000",,,,,"(41.525678, -87.639803)"
"116883","ELEC","RUSH OAKBROOK RUSH OAKBROOK 2","2011 York Rd",,"Oak Brook","IL","60523",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.849572","-87.927321","2024-05-09T00:00:00.000","2024-05-08T19:49:14.000Z",,,,"2019-01-09T00:00:00.000",,,,,"(41.849572, -87.927321)"
"117006","ELEC","CRESCENT LOT GLEN ELLYN","505 Crescent Blvd",,"Glen Ellyn","IL","60137",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.876135","-88.067779","2024-05-09T00:00:00.000","2024-05-08T19:51:14.000Z",,,,"2019-01-15T00:00:00.000",,,,,"(41.876135, -88.067779)"
"117144","ELEC","Taylor Street Library and Apartments","1342 W Taylor St",,"Chicago","IL","60607",,"888-998-2546","T","2023-03-02T00:00:00.000","TEMPORARILY UNAVAILABLE (Public)","24 hours daily",,,,,,"1",,,"Blink Network","http://www.blinkcharging.com/","GPS","41.8698","-87.6605","2024-05-09T00:00:00.000","2024-05-08T19:20:29.000Z",,,,"2019-01-18T00:00:00.000",,,,,"(41.8698, -87.6605)"
"117212","LPG","Love's Travel Stop #417","3150 Grant St",,"Gary","IN","46408",,"219-981-4646","E",,"Public - Call ahead","24 hours daily","A Cash Comdata D Debit EFS M TCH Tchek V Wright_Exp",,,,,,,,,,"200-9","41.56177","-87.356616","2023-11-09T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2019-01-15T00:00:00.000",,,"true",,"(41.56177, -87.356616)"
"117262","ELEC","Northwestern Memorial HealthCare","425 E Erie St",,"Chicago","IL","60611",,,"E",,"Private",,,,,,,"4",,,"Non-Networked",,"200-9","41.894144","-87.617133","2021-09-10T00:00:00.000","2023-02-15T16:45:41.000Z","P",,,"2018-09-20T00:00:00.000",,,,,"(41.894144, -87.617133)"
"117323","ELEC","Fashion Outlets of Chicago","5220 Fashion Outlets Way",,"Rosemont","IL","60018",,"888-264-2208","E",,"Public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm",,,,,,"2",,,"Volta","https://voltacharging.com/","GPS","41.974953","-87.8670845","2024-05-09T00:00:00.000","2024-05-08T21:46:00.000Z",,,,"2017-04-17T00:00:00.000",,,,,"(41.974953, -87.8670845)"
"117799","E85","Family Express - Lowell","1520 E Commercial Ave",,"Lowell","IN","46356",,"219-690-3113","E",,"Public","4am-1am daily","A Cash D Debit M V",,,,,,,,,,"200-9","41.289545","-87.404065","2023-10-12T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2019-02-11T00:00:00.000",,,,"false","(41.289545, -87.404065)"
"117866","ELEC","B&B Auto Inc","913 Front St",,"McHenry","IL","60050",,"815-363-7560","E",,"Public","8am-6pm M-F, 8am-3pm Sat",,,,,,"1",,,"Non-Networked",,"200-9","42.341617","-88.274825","2022-10-11T00:00:00.000","2023-02-14T09:54:11.000Z","P",,,"2019-02-01T00:00:00.000",,,,,"(42.341617, -88.274825)"
"117868","ELEC","Amazon Fresh at Harlem Irving Plaza","4211 North Harlem Avenue",,"Norridge","IL","60706",,"888-264-2208","E",,"Public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm",,,,,,"1",,,"Volta","https://voltacharging.com/","GPS","41.957394589","-87.805945155","2024-05-09T00:00:00.000","2024-05-08T21:42:15.000Z",,,,"2016-12-30T00:00:00.000",,,,,"(41.957394589, -87.805945155)"
"118046","ELEC","JMM SALES","1313 Rand Rd",,"Des Plaines","IL","60016",,"888-758-4389","T","2024-01-19T00:00:00.000","TEMPORARILY UNAVAILABLE (Public)","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.050349","-87.892333","2024-05-09T00:00:00.000","2024-05-08T19:50:45.000Z",,,,"2019-02-16T00:00:00.000",,,,,"(42.050349, -87.892333)"
"118519","ELEC","Whole Foods Market Park Ridge PRK","225 W. Touhy Ave",,"Park Ridge","IL","60068",,"888-264-2208","E",,"Public","Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm",,,,,,"2",,,"Volta","https://voltacharging.com/","GPS","42.010581","-87.8248085","2024-05-09T00:00:00.000","2024-05-08T21:43:42.000Z",,,,"2018-06-01T00:00:00.000",,,,,"(42.010581, -87.8248085)"
"121292","ELEC","LAKE ZURICH VILLAGE HALL","70 E Main St",,"Lake Zurich","IL","60047",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","42.197709","-88.09147","2024-05-09T00:00:00.000","2024-05-08T19:53:06.000Z",,,,"2019-04-10T00:00:00.000",,,,,"(42.197709, -88.09147)"
"121323","ELEC","One Bennett Park","456 E Illinois St","P1 charger is Public.  P3 charger is ||Restricted in underground parking.||","Chicago","IL","60611",,"888-998-2546","E",,"Public","24 hours daily",,,,,,"2",,,"Blink Network","http://www.blinkcharging.com/","GPS","41.891466","-87.616338","2024-05-09T00:00:00.000","2024-05-08T19:06:30.000Z",,,,"2019-04-11T00:00:00.000",,,,,"(41.891466, -87.616338)"
"121477","BD","Speedway #7459","2850 Skokie Hwy",,"North Chicago","IL","60064",,"847-473-4411","E",,"Public","24 hours daily","A Cash Checks D M V Voyager Wright_Exp","B20",,,,,,,,,"200-9","42.307515","-87.877233","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2019-04-15T00:00:00.000",,,,,"(42.307515, -87.877233)"
"121484","ELEC","AAMCO EV 2020 OGDEN","2020 Ogden Ave",,"Lisle","IL","60532",,"888-758-4389","E",,"Public","24 hours daily",,,,,,"2",,,"ChargePoint Network","http://www.chargepoint.com/","GPS","41.799419","-88.09316","2024-05-09T00:00:00.000","2024-05-08T19:53:10.000Z",,,,"2019-04-16T00:00:00.000",,,,,"(41.799419, -88.09316)"
"121505","E85","Thorntons #123","1330 W Lake St",,"Roselle","IL","60172",,"630-893-5287","E",,"Public","24 hours daily","A Cash D Debit M V",,,,,,,,,,"200-9","41.970188","-88.114432","2023-09-14T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2019-04-15T00:00:00.000",,,,"false","(41.970188, -88.114432)"
"121729","ELEC","Target T1167 - Glenview, IL","2241 Willow Rd",,"Glenview","IL","60025",,"833-632-2778","E",,"Public","24 hours daily",,,,,,"1","3",,"Electrify America","https://www.electrifyamerica.com/","GPS","42.10326","-87.81453","2024-05-09T00:00:00.000","2024-05-08T21:24:23.000Z",,,,"2019-04-26T00:00:00.000",,,,,"(42.10326, -87.81453)"
"121731","ELEC","Target T0866 (Woodridge, IL)","2333 63rd St",,"Woodridge","IL","60517",,"833-632-2778","E",,"Public","24 hours daily",,,,,,"1","3",,"Electrify America","https://www.electrifyamerica.com/","GPS","41.77151","-88.0381","2024-05-09T00:00:00.000","2024-05-08T21:21:49.000Z",,,,"2019-04-26T00:00:00.000",,,,,"(41.77151, -88.0381)"
"121735","ELEC","Walmart 1256 - Joliet, IL","2424 W Jefferson St",,"Joliet","IL","60435",,"833-632-2778","E",,"Public","24 hours daily",,,,,,,"4",,"Electrify America","https://www.electrifyamerica.com/","GPS","41.52061","-88.14111","2024-05-09T00:00:00.000","2024-05-08T21:24:28.000Z",,,,"2019-04-26T00:00:00.000",,,,,"(41.52061, -88.14111)"
"122081","ELEC","Naval Facilities Engineering Command - Naval Training Center - Building 11","2601 E Paul Jones St",,"Great Lakes","IL","60091",,,"E",,"Private","Fleet use only",,,,,,"6",,,"Non-Networked",,"GPS","42.313411","-87.831183","2021-02-22T00:00:00.000","2021-03-11T17:22:17.000Z","FG","14","Department of Navy","2019-02-01T00:00:00.000",,,,,"(42.313411, -87.831183)"
"122082","ELEC","Naval Facilities Engineering Command - Naval Station Great Lakes - Building 1506","2601 E Paul Jones St",,"Great Lakes","IL","60094",,,"E",,"Private","Fleet use only",,,,,,"8",,,"Non-Networked",,"GPS","42.315152","-87.849921","2021-02-22T00:00:00.000","2021-03-11T17:22:17.000Z","FG","14","Department of Navy","2019-02-01T00:00:00.000",,,,,"(42.315152, -87.849921)"
"122084","ELEC","Naval Facilities Engineering Command - Naval Station Great Lakes - Building 3","2601E Paul Jones St",,"Great Lakes","IL","60104",,,"E",,"Private","Fleet use only",,,,,,"8",,,"Non-Networked",,"GPS","42.313597","-87.83765","2021-02-22T00:00:00.000","2021-03-11T17:22:17.000Z","FG","14","Department of Navy","2019-02-01T00:00:00.000",,,,,"(42.313597, -87.83765)"
"122085","ELEC","Naval Facilities Engineering Command - Naval Station Great Lakes - Building 68","2601 E Paul Jones St",,"Great Lakes","IL","60108",,,"E",,"Private","Fleet use only",,,,,,"10",,,"Non-Networked",,"GPS","42.310693","-87.835616","2021-02-22T00:00:00.000","2021-03-11T17:22:17.000Z","FG","14","Department of Navy","2019-02-01T00:00:00.000",,,,,"(42.310693, -87.835616)"
"122229","E85","Family Express","1208 E 45th Ave",,"Griffith","IN","46319",,"219-237-2081","E",,"Public","5am-12am daily","A Cash D Debit M V",,,,,,,,,,"200-8","41.537405","-87.413971","2023-10-12T00:00:00.000","2024-01-31T16:07:01.000Z","P",,,"2019-04-15T00:00:00.000",,,,"false","(41.537405, -87.413971)"
"122296","ELEC","NEWCITY - Tesla Supercharger","1457 North Halstead Ave",,"Chicago","IL","60610",,"877-798-3752","E",,"Public","24 hours daily",,,,,,,"10",,"Tesla","https://www.tesla.com/supercharger","GPS","41.908065","-87.646836","2023-07-01T00:00:00.000","2023-07-14T14:41:28.000Z","P",,,"2019-03-01T00:00:00.000",,,,,"(41.908065, -87.646836)"
