"tow_date","make","style","model","color","plate","state","towed_to_address","tow_facility_phone","inventory_number"
"2024-02-16T00:00:00.000","SUBA","4D",,"BLK","EH73815","IL","701 N. Sacramento","(773) 265-7605","7082743"
"2024-03-01T00:00:00.000","CHEV","LL",,"BLK","EG49363","IL","400 E. Lower Wacker","(312) 744-7550","0298121"
"2024-04-17T00:00:00.000","CHEV","4D",,"GRY","L461724","IL","701 N. Sacramento","(773) 265-7605","7088771"
"2024-03-17T00:00:00.000","FORD","SW",,"BLU","CE20953","IL","701 N. Sacramento","(773) 265-7605","7086118"
"2024-03-01T00:00:00.000","FORD","LL",,"RED","ZX37928","IL","400 E. Lower Wacker","(312) 744-7550","0298123"
"2024-05-01T00:00:00.000","KIA","LL",,"WHI","CH16130","IL","701 N. Sacramento","(773) 265-7605","7089831"
"2024-04-09T00:00:00.000","FORD","PK",,"GRN","2203336B","IL","701 N. Sacramento","(773) 265-7605","7088284"
"2024-03-02T00:00:00.000","KIA","4T",,"BLK","ATE8458","WI","701 N. Sacramento","(773) 265-7605","7084318"
"2024-05-06T00:00:00.000","CHEV","4D",,"GLD","AD44997","IL","10300 S. Doty","(773) 568-8495","2968888"
"2024-02-23T00:00:00.000","JEEP","4D","CHE","RED","008274A6","IL","701 N. Sacramento","(773) 265-7605","7083487"
"2024-05-03T00:00:00.000","CHEV","VN",,"WHI","1667186B","IL","10300 S. Doty","(773) 785-9752","1726301"
"2024-04-05T00:00:00.000","LAND","LL",,"GRY","RBB8729","TX","701 N. Sacramento","(773) 265-1846","1547224"
"2024-03-24T00:00:00.000","LEXS","4D",,"MAR","90678FF","IL","701 N. Sacramento","(773) 265-7605","7086772"
"2024-03-24T00:00:00.000","TOYT","4D",,"BLU","EK92746","IL","701 N. Sacramento","(773) 265-7605","7086792"
"2024-04-21T00:00:00.000","NISS","4D","ALT","BLK","009751A7","IL","10300 S. Doty","(773) 568-8495","2968359"
"2024-03-21T00:00:00.000","JEEP","LL",,"BLU",,"IL","701 N. Sacramento","(773) 265-7605","7086437"
"2024-03-02T00:00:00.000","MAZD","LL",,"BLU","EC18212","IL","701 N. Sacramento","(773) 265-7605","7084340"
"2024-04-25T00:00:00.000","FORD","PK",,"BLK","TK38600J","IN","701 N. Sacramento","(773) 265-7605","7089386"
"2024-03-26T00:00:00.000","CHEV","LL",,"BLU","CU25766","IL","701 N. Sacramento","(773) 265-7605","7087109"
"2024-04-21T00:00:00.000","LINC","LL","AVA","SIL",,"IL","701 N. Sacramento","(773) 265-7605","7089120"
"2024-05-09T00:00:00.000","CHEV","PK",,"BLU","009737A8","IL","10300 S. Doty","(773) 785-9752","1726328"
"2024-04-02T00:00:00.000","HOND","PK",,"WHI","3841131B","IL","701 N. Sacramento","(773) 265-1846","1547201"
"2024-04-17T00:00:00.000","GMC","VN",,"WHI","2348657B","IL","10300 S. Doty","(773) 785-9752","1726201"
"2024-05-01T00:00:00.000","BUIC","4D",,"WHI","796AB242","IL","10300 S. Doty","(773) 568-8495","2968685"
"2024-05-07T00:00:00.000","KIA","SW",,"GRN","AJU7817","WI","701 N. Sacramento","(773) 265-7605","7090320"
"2024-02-21T00:00:00.000","CHEV","VN",,"GRN",,"IL","701 N. Sacramento","(773) 265-7605","7083287"
"2024-05-09T00:00:00.000","CHEV","4D",,"BLK",,"IL","10300 S. Doty","(773) 785-9752","1726327"
"2024-03-04T00:00:00.000","HOND","VN","ODY","BLK",,,"10300 S. Doty","(773) 568-8495","2965744"
"2024-04-05T00:00:00.000","CHEV","4D",,"WHI","CU5254","IN","10300 S. Doty","(773) 785-9752","1726151"
"2024-02-22T00:00:00.000",,"UT",,"BLK","L52734","IL","10300 S. Doty","(773) 785-9752","1725974"
"2024-04-27T00:00:00.000","CHEV","4D",,"WHI","CAS4955","MI","701 N. Sacramento","(773) 265-7605","7089570"
"2024-03-31T00:00:00.000","MERZ","4D",,"WHI","6725B","IN","10300 S. Doty","(773) 568-8495","2967474"
"2024-03-21T00:00:00.000","GMC","LL",,"MAR","DD91286","IL","10300 S. Doty","(773) 568-8495","2966838"
"2024-03-24T00:00:00.000","LINC","4D",,"GRY","EK57729","IL","701 N. Sacramento","(773) 265-7605","7086790"
"2024-03-24T00:00:00.000","TOYT","4D",,"WHI","EH77294","IL","701 N. Sacramento","(773) 265-7605","7086787"
"2024-02-21T00:00:00.000","KIA","4D",,"BLK","AZ25924","IL","701 N. Sacramento","(773) 265-7605","7083284"
"2024-03-26T00:00:00.000","DODG","4D",,"SIL","R785046","IL","701 N. Sacramento","(773) 265-7605","7087106"
"2024-03-24T00:00:00.000","TOYT","4D",,"GRY","EG59162","IL","701 N. Sacramento","(773) 265-7605","7086773"
"2024-03-24T00:00:00.000","TOYT","4D",,"BLU","CY40838","IL","701 N. Sacramento","(773) 265-7605","7086793"
"2024-04-17T00:00:00.000",,,,"WHI",,"IL","10300 S. Doty","(773) 785-9752","1726199"
"2024-04-03T00:00:00.000","MERC","LL",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2967636"
"2024-04-17T00:00:00.000","INFI","4D",,"SIL",,"IL","10300 S. Doty","(773) 568-8495","2968170"
"2024-03-28T00:00:00.000","FIAT","2D",,"GRY","DV31754","IL","701 N. Sacramento","(773) 265-7605","7087248"
"2024-05-07T00:00:00.000","HYUN","4D",,"GRY","E437818","IL","701 N. Sacramento","(773) 265-7605","7090316"
"2024-02-21T00:00:00.000","NISS","4T",,"BLU","CH58231","IL","701 N. Sacramento","(773) 265-7605","7083289"
"2024-05-01T00:00:00.000","AUDI","LL",,"BLK","DS23358","IL","10300 S. Doty","(773) 568-8495","2968683"
"2024-05-07T00:00:00.000","NISS","4D",,"BLK","FP241133","IL","701 N. Sacramento","(773) 265-7605","7090314"
"2024-05-09T00:00:00.000","JEEP","LL","TK","BLK","ZY79729","IL","701 N. Sacramento","(773) 265-7605","7090429"
"2024-05-09T00:00:00.000","MERC","LL",,"SIL","EF32364","IL","10300 S. Doty","(773) 785-9752","1726331"
"2024-02-22T00:00:00.000","DODG","4D",,"BLK","DM33223","IL","701 N. Sacramento","(773) 265-7605","7083400"
"2024-03-17T00:00:00.000","HOND","LL",,"BLU","DX84200","IL","701 N. Sacramento","(773) 265-7605","7086168"
"2024-03-31T00:00:00.000","SATR","4D",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2967477"
"2024-04-03T00:00:00.000","CHEV","PK",,"GRN",,"IL","10300 S. Doty","(773) 568-8495","2967637"
"2024-04-17T00:00:00.000","DODG","4D",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2968171"
"2024-03-20T00:00:00.000","NISS","VN",,"GRN","XYZY","IL","10300 S. Doty","(773) 785-9752","1726089"
"2024-05-01T00:00:00.000","KIA","LL",,"SIL","DG40201","IL","10300 S. Doty","(773) 568-8495","2968686"
"2024-04-17T00:00:00.000",,"BT",,"BLU",,"IL","10300 S. Doty","(773) 785-9752","1726200"
"2024-03-24T00:00:00.000","TOYT","4D",,"GRY","EG13293","IL","701 N. Sacramento","(773) 265-7605","7086805"
"2024-04-21T00:00:00.000","ZCZY","UT",,"WHI",,"IL","701 N. Sacramento","(773) 265-7605","7089117"
"2024-05-01T00:00:00.000","TOYT","PK",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7089832"
"2024-03-28T00:00:00.000","FORD","4D",,"RED","DX81720","IL","701 N. Sacramento","(773) 265-1846","1547179"
"2024-04-11T00:00:00.000","JEEP","LL",,"BLK","651AB529","IL","10300 S. Doty","(773) 568-8495","2967943"
"2024-03-24T00:00:00.000","TOYT","4D",,"WHI","DQ82302","IL","701 N. Sacramento","(773) 265-7605","7086798"
"2024-03-05T00:00:00.000","CHEV","VN",,"GRY","Y725526","IL","10300 S. Doty","(773) 785-9752","1726016"
"2024-05-03T00:00:00.000","VOLK","4D",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7089905"
"2024-03-26T00:00:00.000","DODG","4D",,"SIL","EL31091","IL","701 N. Sacramento","(773) 265-7605","7087107"
"2024-03-24T00:00:00.000","TOYT","4D",,"BLK","EA56655","IL","701 N. Sacramento","(773) 265-7605","7086802"
"2024-04-19T00:00:00.000","HOND","HB",,"BLK","EC91407","IL","10300 S. Doty","(773) 568-8495","2968234"
"2024-02-11T00:00:00.000","TOYT","LL",,"GRY","DJ59308","IL","701 N. Sacramento","(773) 265-7605","7082309"
"2024-04-18T00:00:00.000","INFI","LL",,"BLK",,"IL","701 N. Sacramento","(773) 265-7605","7088804"
"2024-03-11T00:00:00.000","NISS","LL",,"WHI","BX83346","IL","10300 S. Doty","(773) 568-8495","2966179"
"2024-05-09T00:00:00.000","LEXS","LL",,"BLK","DT74600","IL","701 N. Sacramento","(773) 265-7605","7090431"
"2024-05-03T00:00:00.000","DODG","4D",,"WHI",,"IL","10300 S. Doty","(773) 568-8495","2968805"
"2024-03-24T00:00:00.000","TOYT","4D",,"TAN","KRW799","MN","701 N. Sacramento","(773) 265-7605","7086797"
"2024-05-07T00:00:00.000","DODG","SW",,"SIL",,"IL","701 N. Sacramento","(773) 265-7605","7090321"
"2024-03-24T00:00:00.000","TOYT","4D",,"SIL","DQ82312","IL","701 N. Sacramento","(773) 265-7605","7086795"
"2024-05-06T00:00:00.000","FORD","LL","TK","GRY","DR48633","IL","10300 S. Doty","(773) 568-8495","2968887"
"2024-04-05T00:00:00.000","DODG","4D",,"BLK","CR96767","IL","10300 S. Doty","(773) 568-8495","2967721"
"2024-03-24T00:00:00.000","NISS","4D",,"BLK","EG33151","IL","701 N. Sacramento","(773) 265-7605","7086804"
"2024-05-09T00:00:00.000","DODG","4D",,"BLK","834EGH","LA","701 N. Sacramento","(773) 265-7605","7090433"
"2024-04-02T00:00:00.000","ACUR","4D",,"WHI","ALC5286","IL","701 N. Sacramento","(773) 265-1846","1547200"
"2024-04-02T00:00:00.000","CHEV","4D",,"GRY","DT54451","IL","701 N. Sacramento","(773) 265-7605","7087814"
"2024-03-01T00:00:00.000","FORD","4T",,"BLU","DL47092","IL","701 N. Sacramento","(773) 265-7605","7084179"
"2024-03-06T00:00:00.000","OTTE","HH",,"ONG",,"IL","701 N. Sacramento","(773) 265-1846","1547050"
"2024-04-21T00:00:00.000","LEXS","4D",,"BLK",,"IL","701 N. Sacramento","(773) 265-7605","7089121"
"2024-05-09T00:00:00.000","HOND","4D",,"GRY","DX38355","IL","701 N. Sacramento","(773) 265-7605","7090432"
"2024-03-29T00:00:00.000","NISS","4D",,"WHI",,"IL","10300 S. Doty","(773) 568-8495","2967377"
"2024-02-17T00:00:00.000","ACUR","LL",,"BLK","V880661","IL","701 N. Sacramento","(773) 265-7605","7082774"
"2024-05-06T00:00:00.000","KIA","4D",,"GRY","AWD077","NB","10300 S. Doty","(773) 568-8495","2968886"
"2024-04-07T00:00:00.000","DODG","VN","TK","MAR","BH95554","IL","701 N. Sacramento","(773) 265-7605","7088189"
"2024-02-17T00:00:00.000","TOYT","LL",,"TAN","006JZV","KY","701 N. Sacramento","(773) 265-7605","7082772"
"2024-04-07T00:00:00.000","CHEV","4D",,"GRY","EL26427","IL","701 N. Sacramento","(773) 265-7605","7088191"
"2024-04-05T00:00:00.000","HOND","2D",,"SIL","DP53002","IL","10300 S. Doty","(773) 568-8495","2967724"
"2024-04-25T00:00:00.000","FORD","LL",,"BLK",,"MA","10300 S. Doty","(773) 568-8495","2968492"
"2024-04-05T00:00:00.000","MERZ","4D",,"SIL","922AB711","IL","10300 S. Doty","(773) 568-8495","2967725"
"2024-03-31T00:00:00.000","LINC","LL",,"MAR","EK11742","IL","701 N. Sacramento","(773) 265-7605","7087729"
"2024-04-05T00:00:00.000","TRLC","TC",,"BRO",,"IL","10300 S. Doty","(773) 785-9752","1726150"
"2024-03-06T00:00:00.000","FORD","LL",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7084813"
"2024-05-05T00:00:00.000","FORD","LL","TK","GRY","CF14822","IL","10300 S. Doty","(773) 568-8495","2968890"
"2024-02-17T00:00:00.000","LEXS","4D",,"SIL","Q456052","IL","701 N. Sacramento","(773) 265-7605","7082765"
"2024-05-07T00:00:00.000","LEXS","LL",,"SIL","790DFC","IN","10300 S. Doty","(773) 568-8495","2968967"
"2024-02-13T00:00:00.000","MERZ","4D",,"BLK","DX32895","IL","10300 S. Doty","(773) 568-8495","2964535"
"2024-02-13T00:00:00.000","INFI","4D",,"GRY",,"IL","10300 S. Doty","(773) 568-8495","2964533"
"2024-03-11T00:00:00.000","HYUN","4T",,"BLK","N713587","IL","701 N. Sacramento","(773) 265-7605","7085356"
"2024-05-06T00:00:00.000","MERC","4D",,"GRY","CHK726","IN","10300 S. Doty","(773) 568-8495","2968891"
"2024-05-05T00:00:00.000","NISS","4D",,"SIL","EA13972","IL","10300 S. Doty","(773) 568-8495","2968893"
"2024-05-06T00:00:00.000","PORS","LL",,"DBL","DH36027","IL","701 N. Sacramento","(773) 265-7605","7090211"
"2024-05-07T00:00:00.000","CHEV","LL","TK","BLK",,,"10300 S. Doty","(773) 568-8495","2968970"
"2024-05-09T00:00:00.000","NISS","LL",,"SIL","CD53234","IL","10300 S. Doty","(773) 785-9752","1726330"
"2024-05-09T00:00:00.000","VOLK","4D",,"BLU","AR76978","IL","701 N. Sacramento","(773) 265-7605","7090430"
"2024-02-17T00:00:00.000","TOYT","4D",,"DBL","EE34508","IL","701 N. Sacramento","(773) 265-7605","7082760"
"2024-02-11T00:00:00.000","HOND","4D",,"BLK","EL97738","IL","701 N. Sacramento","(773) 265-7605","7082311"
"2024-03-12T00:00:00.000","MAZD","LL",,"BLK","EM97486","IL","10300 S. Doty","(773) 568-8495","2966258"
"2024-04-19T00:00:00.000","CHEV","4T",,"BLU","DY49769","IL","10300 S. Doty","(773) 568-8495","2968238"
"2024-04-29T00:00:00.000","ORTH","2D",,"BRO",,"IL","10300 S. Doty","(773) 785-9752","1726258"
"2024-05-06T00:00:00.000","MERZ","4D",,"SIL","EK55894","IL","701 N. Sacramento","(773) 265-7605","7090213"
"2024-03-21T00:00:00.000","KIA","4D",,"GRY","5DH8853","MD","10300 S. Doty","(773) 568-8495","2966840"
"2024-04-25T00:00:00.000","FORD","4D",,"BLK",,"IL","701 N. Sacramento","(773) 265-7605","7089389"
"2024-03-27T00:00:00.000","NISS","4D",,"BLK","EK90859","IL","10300 S. Doty","(773) 568-8495","509169"
"2024-02-28T00:00:00.000","KIA","4D",,"GRY","C2486XE","WI","701 N. Sacramento","(773) 265-1846","1547031"
"2024-04-19T00:00:00.000","HOND","4D",,"BGE","DV13905","IL","701 N. Sacramento","(773) 265-7605","7088834"
"2024-02-15T00:00:00.000","CHEV","SW",,"BLK","AH44831","IL","701 N. Sacramento","(773) 265-7605","7082589"
"2024-05-06T00:00:00.000","CHEV","4D",,"PLE",,,"10300 S. Doty","(773) 568-8495","2968885"
"2024-05-03T00:00:00.000","MITS","LL",,"BLK","BU78878","IL","701 N. Sacramento","(773) 265-1846","1547364"
"2024-04-29T00:00:00.000","ORTH","TR",,"RED",,"IL","10300 S. Doty","(773) 785-9752","1726259"
"2024-04-19T00:00:00.000","CHEV","LL","TK","TAN","CB46093","IL","10300 S. Doty","(773) 568-8495","2968241"
"2024-04-13T00:00:00.000","HYUN","4D",,"SIL","ER11591","IL","701 N. Sacramento","(773) 265-7605","7088549"
"2024-03-22T00:00:00.000","MITS","4D","TK","WHI","TUL473","IN","10300 S. Doty","(773) 568-8495","509180"
"2024-03-05T00:00:00.000","BUIC","4D",,"TAN","EC56549","IL","10300 S. Doty","(773) 568-8495","2965784"
"2024-04-09T00:00:00.000","INTE","PK",,"WHI","485817D","IL","10300 S. Doty","(773) 785-9752","1726168"
"2024-04-12T00:00:00.000","CHEV","4D",,"GRY","EL62804","IL","10300 S. Doty","(773) 568-8495","2967946"
"2024-03-04T00:00:00.000","BUIC","4D",,"GLD",,"IL","10300 S. Doty","(773) 568-8495","2965720"
"2024-05-06T00:00:00.000","HYUN","4D",,"RED","EB84657","IL","10300 S. Doty","(773) 568-8495","2968933"
"2024-03-24T00:00:00.000","FORD","4D",,"WHI","AN97824","IL","701 N. Sacramento","(773) 265-7605","7086832"
"2024-03-24T00:00:00.000","MITS","4D",,"WHI","EG63113","IL","701 N. Sacramento","(773) 265-7605","7086834"
"2024-04-09T00:00:00.000","CHEV","LL",,"RED",,"IL","10300 S. Doty","(773) 568-8495","2967862"
"2024-02-19T00:00:00.000","NISS","LL",,"BLK","DX45882","IL","10300 S. Doty","(773) 568-8495","2964900"
"2024-04-12T00:00:00.000","HOND","2D","CIV","GRN",,,"10300 S. Doty","(773) 568-8495","2967962"
"2024-04-29T00:00:00.000","CHEV","LL",,"GRN","EK76693","IL","10300 S. Doty","(773) 785-9752","1726260"
"2024-04-23T00:00:00.000","CHEV","VN",,"WHI","TKS163","IN","701 N. Sacramento","(773) 265-7605","7089222"
"2024-02-17T00:00:00.000","CHEV","LL",,"YEL","E104200","IL","701 N. Sacramento","(773) 265-7605","7082768"
"2024-04-05T00:00:00.000","TLTR","TR",,"BRO",,"IL","701 N. Sacramento","(773) 265-1846","1547225"
"2024-03-24T00:00:00.000","AUDI","4D",,"GRY","RZWCC","IL","701 N. Sacramento","(773) 265-7605","7086839"
"2024-05-07T00:00:00.000","MITS","4D",,"SIL",,,"10300 S. Doty","(773) 568-8495","2968969"
"2024-02-28T00:00:00.000","HOND","LL",,"WHI",,"IL","701 N. Sacramento","(773) 265-7605","7084052"
"2024-03-28T00:00:00.000","JEEP","LL",,"BLK",,"IL","10300 S. Doty","(773) 785-9752","1726120"
"2024-02-23T00:00:00.000","NISS","4D",,"BLK","256155","IL","701 N. Sacramento","(773) 265-7605","7083491"
"2024-04-09T00:00:00.000","SATR","4D",,"BLU",,"IL","10300 S. Doty","(773) 568-8495","2967863"
"2024-03-04T00:00:00.000","TOYT","VN","SNA","RED","EK77670","IL","10300 S. Doty","(773) 568-8495","2965754"
"2024-04-03T00:00:00.000","NISS","LL",,"BLU","DH19368","IL","10300 S. Doty","(773) 568-8495","2967638"
"2024-04-25T00:00:00.000","HYUN","2D",,"RED","CX94679","IL","701 N. Sacramento","(773) 265-7605","7089388"
"2024-03-24T00:00:00.000","FORD","4D",,"SIL","BW13443","IL","701 N. Sacramento","(773) 265-7605","7086838"
"2024-04-12T00:00:00.000","PONT","4D",,"WHI","915AB836","IL","701 N. Sacramento","(773) 265-7605","7088419"
"2024-05-06T00:00:00.000","JEEP","LL",,"WHI","BU42258","IL","10300 S. Doty","(773) 568-8495","2968932"
"2024-05-03T00:00:00.000","CHEV","4D",,"SIL",,"IL","10300 S. Doty","(773) 568-8495","2968807"
"2024-03-23T00:00:00.000","HOND","4D",,"GRN","DV89548","IL","701 N. Sacramento","(773) 265-7605","7086646"
"2024-04-23T00:00:00.000","APOL","MC",,"YEL",,"IL","701 N. Sacramento","(773) 265-7605","7089219"
"2024-05-07T00:00:00.000","CHEV","LL","TK","RED",,,"10300 S. Doty","(773) 568-8495","2968966"
"2024-03-31T00:00:00.000","LINC","4D",,"GRY","EP21431","IL","10300 S. Doty","(773) 568-8495","2967478"
"2024-04-12T00:00:00.000","LINC","4D",,"DBL",,"IL","10300 S. Doty","(773) 568-8495","2967947"
"2024-04-02T00:00:00.000","NISS","4D",,"SIL","EB59704","IL","701 N. Sacramento","(773) 265-1846","1547202"
"2024-05-07T00:00:00.000","DODG","SD","CHA","RED","009799A4","IL","10300 S. Doty","(773) 568-8495","2968968"
"2024-04-02T00:00:00.000","JEEP","LL",,"BLU",,"IL","701 N. Sacramento","(773) 265-7605","7087818"
"2024-02-28T00:00:00.000","FORD","PK","TK","TAN","3121645B","IL","10300 S. Doty","(773) 568-8495","2965452"
"2024-03-03T00:00:00.000","DODG","PK",,"GRY",,,"701 N. Sacramento","(773) 265-7605","7084613"
"2024-04-19T00:00:00.000","VOLK","4T",,"GRY",,"IL","701 N. Sacramento","(773) 265-7605","7088837"
"2024-04-29T00:00:00.000","JEEP","4D",,"WHI","EJ20091","IL","10300 S. Doty","(773) 785-9752","1726261"
"2024-02-26T00:00:00.000","GMC","LL",,"WHI","AH03028","AZ","701 N. Sacramento","(773) 265-7605","7083885"
"2024-02-17T00:00:00.000","CHEV","LL",,"WHI","CE36690","IL","701 N. Sacramento","(773) 265-7605","7082766"
"2024-05-09T00:00:00.000","HOND","4D",,"WHI","CT60989","IL","701 N. Sacramento","(773) 265-7605","7090427"
"2024-05-09T00:00:00.000","TOYT","4D",,"BLK","EL17040","IL","400 E. Lower Wacker","(312) 744-7550","0302596"
"2024-02-21T00:00:00.000","LEXS","4T",,"GRY","EE63180","IL","701 N. Sacramento","(773) 265-7605","7083292"
"2024-03-14T00:00:00.000","TOYT","PK",,"SIL","WH1524F","WI","10300 S. Doty","(773) 785-9752","1726060"
"2024-05-09T00:00:00.000","MERC","4D",,"WHI","CM81123","IL","10300 S. Doty","(773) 785-9752","1726329"
"2024-03-20T00:00:00.000","OTAS","TC",,"WHI","1B5830TC","IL","10300 S. Doty","(773) 785-9752","1726094"
"2024-04-05T00:00:00.000","CHEV","VN",,"RED","AS61559","IL","10300 S. Doty","(773) 785-9752","1726153"
"2024-04-23T00:00:00.000","JEEP","LL",,"BLK",,,"701 N. Sacramento","(773) 265-7605","7089216"
"2024-04-29T00:00:00.000","VOLK","4D",,"BLK","EE79421","IL","701 N. Sacramento","(773) 265-7605","7089753"
"2024-04-29T00:00:00.000","PONT","4D",,"BLU",,"IL","701 N. Sacramento","(773) 265-1846","1547338"
"2024-05-03T00:00:00.000","VOLK","2D",,"BLK",,"IL","701 N. Sacramento","(773) 265-1846","1547365"
"2024-04-12T00:00:00.000","CHRY","4D",,"SIL","EE56654","IL","701 N. Sacramento","(773) 265-7605","7088420"
"2024-04-19T00:00:00.000","CHEV","LL","TK","GRY","CG36056","IL","10300 S. Doty","(773) 568-8495","2968242"
"2024-03-29T00:00:00.000","GEN","MC",,"GRY","DMCY6802","IL","701 N. Sacramento","(773) 265-7605","7087420"
"2024-05-06T00:00:00.000","JEEP","LL",,"BLK","EG39219","IL","701 N. Sacramento","(773) 265-7605","7090217"
"2024-04-23T00:00:00.000","NISS","LL",,"BLK","BVP598","IN","10300 S. Doty","(773) 568-8495","2968433"
"2024-05-03T00:00:00.000","CHEV","LL",,"WHI","EG57161","IL","10300 S. Doty","(773) 568-8495","2968806"
"2024-05-03T00:00:00.000","HYUN","LL",,"SIL","EJ51692","IL","701 N. Sacramento","(773) 265-7605","7089890"
"2024-04-23T00:00:00.000","FIAT","LL",,"SIL","CB23558","IL","10300 S. Doty","(773) 568-8495","2968435"
"2024-05-09T00:00:00.000","DODG","4D",,"BLK",,"IL","10300 S. Doty","(773) 568-8495","2969013"
"2024-02-17T00:00:00.000","HOND","4D",,"GRY","EK33257","IL","701 N. Sacramento","(773) 265-7605","7082757"
"2024-05-06T00:00:00.000","PORS","LL",,"WHI",,"IL","10300 S. Doty","(773) 568-8495","2968894"
"2024-05-06T00:00:00.000","DODG","LL",,"GRY","ER51661","IL","10300 S. Doty","(773) 568-8495","2968896"
"2024-04-13T00:00:00.000","JEEP","LL",,"WHI","DX81095","IL","701 N. Sacramento","(773) 265-7605","7088548"
"2024-02-17T00:00:00.000","NISS","4D",,"SIL","CK69757","IL","400 E. Lower Wacker","(312) 744-7550","0297347"
"2024-04-23T00:00:00.000","FRHT","DS",,"WHI","37725388","IL","10300 S. Doty","(773) 785-9752","1726221"
"2024-03-31T00:00:00.000","FORD","4D",,"WHI",,"IL","701 N. Sacramento","(773) 265-7605","7087730"
"2024-05-09T00:00:00.000","HOND","LL",,"BLU","KDC6303","OH","400 E. Lower Wacker","(312) 744-7550","0302597"
"2024-03-24T00:00:00.000","DODG","4D",,"BLK","DT71474","IL","701 N. Sacramento","(773) 265-7605","7087056"
"2024-05-07T00:00:00.000","KIA","LL",,"WHI","KHP4107","OH","701 N. Sacramento","(773) 265-7605","7090309"
"2024-04-25T00:00:00.000","MAZD","LL",,"RED","DN31477","IL","10300 S. Doty","(773) 785-9752","1726244"
"2024-04-02T00:00:00.000","CHEV","LL",,"GRY","880PR","IN","10300 S. Doty","(773) 568-8495","2967545"
"2024-04-05T00:00:00.000",,,,"WHI",,"IL","701 N. Sacramento","(773) 265-1846","1547226"
"2024-05-09T00:00:00.000","HYUN","4D",,"SIL","JBE3819","IL","10300 S. Doty","(773) 568-8495","2969014"
"2024-04-25T00:00:00.000","MITS","LL",,"TAN",,,"10300 S. Doty","(773) 785-9752","1726245"
"2024-04-05T00:00:00.000","CHEV","4D",,"RED","EF34183","IL","10300 S. Doty","(773) 568-8495","2967726"
"2024-02-11T00:00:00.000","FORD","LL",,"WHI",,"IL","10300 S. Doty","(773) 568-8495","2964461"
"2024-02-17T00:00:00.000","HOND","4D",,"GRY","EK26945","IL","701 N. Sacramento","(773) 265-7605","7082773"
"2024-05-09T00:00:00.000","INFI","4D",,"BLU","EF44580","IL","701 N. Sacramento","(773) 265-1846","1547402"
"2024-04-05T00:00:00.000","HYUN","4D",,"BLU","G746978","IL","10300 S. Doty","(773) 568-8495","509283"
"2024-04-05T00:00:00.000","LAND","LL",,"WHI","BZ91327","IL","10300 S. Doty","(773) 785-9752","1726152"
"2024-04-15T00:00:00.000","KIA","4D",,"BLK","Q653994","IL","701 N. Sacramento","(773) 265-7605","7088690"
"2024-05-06T00:00:00.000","DODG","4D",,"GRY","A5H130","KY","701 N. Sacramento","(773) 265-7605","7090218"
"2024-04-15T00:00:00.000","HYUN","4D",,"TAN",,"IL","10300 S. Doty","(773) 785-9752","1726190"
"2024-04-12T00:00:00.000","MERC","LL",,"WHI",,,"10300 S. Doty","(773) 568-8495","2967963"
"2024-04-13T00:00:00.000","KIA","4D",,"GRY","EE57146","IL","10300 S. Doty","(773) 568-8495","2967999"
"2024-05-09T00:00:00.000","NISS","SW",,"WHI","BT47715","IL","701 N. Sacramento","(773) 265-1846","1547403"
"2024-05-09T00:00:00.000","JEEP","LL",,"GRY","CR24799","IL","701 N. Sacramento","(773) 265-1846","1547404"
"2024-05-06T00:00:00.000","LINC","4D",,"CRM","ER61230","IL","10300 S. Doty","(773) 568-8495","2968898"
"2024-02-13T00:00:00.000","JEEP","LL",,"GRY","CW78474","IL","10300 S. Doty","(773) 568-8495","2964532"
"2024-05-06T00:00:00.000","ACUR","LL",,"DBL","CY28597","IL","701 N. Sacramento","(773) 265-7605","7090222"
"2024-05-07T00:00:00.000","VOLK","LL",,"WHI","CC64464","IL","10300 S. Doty","(773) 568-8495","2968971"
"2024-05-06T00:00:00.000","VOLK","4D",,"GRY","CY52347","IL","701 N. Sacramento","(773) 265-7605","7090219"
"2024-05-07T00:00:00.000","BUIC","4D",,"BRO","CM52351","IL","10300 S. Doty","(773) 568-8495","2968972"
"2024-04-13T00:00:00.000","KIA","4D",,"WHI","DK87454","IL","10300 S. Doty","(773) 568-8495","2968006"
"2024-03-21T00:00:00.000","HOND","VN",,"WHI","BP19KZ","FL","701 N. Sacramento","(773) 265-7605","7086442"
"2024-05-09T00:00:00.000","HYUN","4D",,"RED",,"IL","10300 S. Doty","(773) 568-8495","2969015"
"2024-05-06T00:00:00.000","FORD","LL",,"BLK","CY26711","IL","701 N. Sacramento","(773) 265-7605","7090224"
"2024-03-02T00:00:00.000","SATR","4D",,"WHI","DE52867","IL","701 N. Sacramento","(773) 265-7605","7084424"
"2024-04-12T00:00:00.000","HYUN","LL",,"BLK","DK52399","IL","10300 S. Doty","(773) 568-8495","2967950"
"2024-04-13T00:00:00.000",,"MC",,"GRY",,,"10300 S. Doty","(773) 568-8495","2968001"
"2024-04-13T00:00:00.000","DODG","4D",,"SIL","008141A2","IL","10300 S. Doty","(773) 568-8495","2968008"
