"id","license_id","account_number","site_number","legal_name","doing_business_as_name","address","city","state","zip_code","ward","precinct","ward_precinct","police_district","license_code","license_description","business_activity_id","business_activity","license_number","application_type","application_created_date","application_requirements_complete","payment_date","conditional_approval","license_start_date","expiration_date","license_approved_for_issuance","date_issued","license_status","license_status_change_date","ssa","latitude","longitude","location"
"1681578-20130916","2274915","302020","1","CHICAGO JIUJITSU, INC","Redzovic Jiu Jitsu","4900 N LINCOLN AVE","CHICAGO","IL","60625","40","3","40-3","20","1010","Limited Business License",,,"1681578","RENEW",,"2013-07-15T00:00:00.000","2013-08-12T00:00:00.000","N","2013-09-16T00:00:00.000","2015-09-15T00:00:00.000","2013-08-12T00:00:00.000","2013-08-13T00:00:00.000","AAI",,"21","41.970812027","-87.690108461","
,  
(41.970812027202975, -87.69010846133787)"
"2956954-20240322","2956954","505319","1","OPTIMARROW LLC","OPTIMARROW LLC","2512 W CORTLAND ST 4TH","CHICAGO","IL","60647","1","29","1-29","14","4404","Regulated Business License","719","Professional Consulting (Home Based Business)","2956954","ISSUE","2024-03-07T00:00:00.000","2024-03-22T00:00:00.000","2024-03-22T00:00:00.000","N","2024-03-22T00:00:00.000","2026-04-15T00:00:00.000","2024-03-22T00:00:00.000","2024-03-22T00:00:00.000","AAI",,,"41.915844883","-87.690386401","
,  
(41.91584488318631, -87.69038640080865)"
"2621603-20220916","2861660","430504","1","SANTIAGO HERNANDEZ","CALEB'S CUTS","2623 S CENTRAL PARK AVE 1ST","CHICAGO","IL","60623","22","9","22-9","10","1010","Limited Business License","894","Hair Services","2621603","RENEW",,"2022-07-15T00:00:00.000","2022-08-09T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-09T00:00:00.000","2022-08-09T00:00:00.000","AAI",,"25","41.843669802","-87.714620231","
,  
(41.843669802223765, -87.71462023098465)"
"13154-20220816","2851709","6214","1","MORENO'S DISCOUNT LIQUORS, INC.","MORENOS DISCOUNT LIQUORS INC","3714-3724 W 26TH ST 1ST","CHICAGO","IL","60623","22","13","22-13","10","1781","Tobacco","763","Retail Sale of Tobacco","13154","RENEW",,"2022-06-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-08-16T00:00:00.000","2023-08-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,"25","41.844448213","-87.717937398","
,  
(41.84444821332169, -87.7179373980226)"
"2846321-20220516","2846321","30322","4","DRAM SHOP, LTD.","DRAM SHOP","3040-3042 N BROADWAY  1","CHICAGO","IL","60657","44","6","44-6","19","1476","Special Event Liquor","717 | 996","Special Event Beer & Wine | Special Event Beer, Wine & Spirits","2846321","ISSUE","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","2022-05-13T00:00:00.000","N","2022-05-16T00:00:00.000","2022-09-25T00:00:00.000","2022-05-13T00:00:00.000","2022-05-16T00:00:00.000","AAI",,"8","41.937595515","-87.644465168","
,  
(41.93759551483016, -87.64446516842042)"
"2517697-20210316","2770117","414116","1","JOSE BARRERA","PANCHITOS FIT","3758 W FULLERTON AVE 1ST","CHICAGO","IL","60647","35","23","35-23","25","1006","Retail Food Establishment","782","Sale of Food Prepared Onsite Without Dining Area","2517697","RENEW",,"2021-01-15T00:00:00.000","2021-07-07T00:00:00.000","N","2021-03-16T00:00:00.000","2023-03-15T00:00:00.000","2021-07-07T00:00:00.000","2022-02-08T00:00:00.000","AAI",,,"41.924652941","-87.721823299","
,  
(41.924652941020724, -87.72182329917537)"
"1649682-20230816","2914714","298920","1","MERCURY MAINTENANCE, INC","MERCURY MAINTENANCE, INC.","2940 N CICERO AVE","CHICAGO","IL","60641","31","18","31-18","25","1010","Limited Business License",,,"1649682","RENEW",,"2023-06-15T00:00:00.000","2023-10-19T00:00:00.000","N","2023-08-16T00:00:00.000","2025-08-15T00:00:00.000","2023-10-19T00:00:00.000","2023-10-20T00:00:00.000","AAI",,,"41.934562196","-87.746862183","
,  
(41.93456219587089, -87.74686218319911)"
"1696832-20220916","2857558","5050","3","IBM CORPORATION","IBM CORPORATION","71 S WACKER DR","CHICAGO","IL","60606","42","12","42-12","1","1010","Limited Business License",,,"1696832","RENEW",,"2022-07-15T00:00:00.000","2022-08-09T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-09T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.880717575","-87.636589107","
,  
(41.880717575265145, -87.63658910737162)"
"24129-","1166006","9730","2","B DALTON BOOKSELLERS, INC.","B DALTON BOOKSELLERS #333","129 N WABASH AVE","CHICAGO","IL","60602","34","9","34-9","1","1010","Limited Business License",,,"24129","RENEW",,"2001-07-03T00:00:00.000",,"N",,"2001-08-01T00:00:00.000","2002-05-14T00:00:00.000","2002-07-18T00:00:00.000","AAC","2002-10-07T00:00:00.000",,"41.88395574","-87.626090265","
,  
(41.883955739654205, -87.62609026490232)"
"2362962-20231116","2932365","394224","1","AK FOOD MART & WIRELESS, INC.","AK FOOD MART & WIRELESS, INC.","5368 W GALE ST 1ST","CHICAGO","IL","60630","45","29","45-29","16","1781","Tobacco","937","Retail Sales of Tobacco and Flavored Tobacco Products","2362962","RENEW",,"2023-09-15T00:00:00.000","2023-10-19T00:00:00.000","N","2023-11-16T00:00:00.000","2024-11-15T00:00:00.000","2023-10-19T00:00:00.000","2023-10-20T00:00:00.000","AAI",,,"41.970453021","-87.762991444","
,  
(41.97045302054735, -87.76299144356969)"
"2549665-20220816","2855171","419741","1","ELIZA ROSADO","ELIZA ROSADO","[REDACTED FOR PRIVACY]","CHICAGO","IL","60641","31","23","31-23","25","7009","Pharmaceutical Representative","990","Markets / Promotes Pharmaceuticals to Health Care Professionals and Conducts Business for More than 15 Calendar Days per Year","2549665","RENEW",,"2022-06-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-08-16T00:00:00.000","2023-08-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,,,
"49346-20220816","2852106","17164","1","CLUB PARADISE","PARADISE CLUB","4300 W CERMAK RD","CHICAGO","IL","60623","24","58","24-58","10","1006","Retail Food Establishment","775","Retail Sales of Perishable Foods","49346","RENEW",,"2022-06-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-08-16T00:00:00.000","2024-08-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.851543684","-87.732199832","
,  
(41.851543684489044, -87.7321998316158)"
"2877097-20231016","2928816","489072","1","MICHIGAN GAS 116, INC.","Citgo","11600-11604 S MICHIGAN AVE 1ST","CHICAGO","IL","60628","9","7","9-7","5","1781","Tobacco","776 | 936 | 937","Retail Sales of Tobacco Products | Retail Sales of Tobacco Accessories | Retail Sales of Tobacco and Flavored Tobacco Products","2877097","RENEW",,"2023-08-15T00:00:00.000","2023-10-19T00:00:00.000","N","2023-10-16T00:00:00.000","2024-10-15T00:00:00.000","2023-10-19T00:00:00.000","2023-10-20T00:00:00.000","AAI",,"40","41.682509908","-87.620803403","
,  
(41.68250990843376, -87.62080340282495)"
"44761-20220916","2857849","16473","1","BOCKWINKEL'S FRESH EXPRESS","BOCKWINKEL'S","155 N HARBOR DR 1ST","CHICAGO","IL","60601","42","6","42-6","1","1781","Tobacco","763","Retail Sale of Tobacco","44761","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2023-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.884750538","-87.615603956","
,  
(41.884750538499375, -87.61560395647253)"
"1595939-20220716","2846852","41455","2","NEW 87TH & STONY ISLAND CURR","NEW 87TH & STONY ISLAND CURRENCY EXCHANGE","8625 S STONY ISLAND AVE","CHICAGO","IL","60617","8","51","8-51","4","1010","Limited Business License","708","Miscellaneous Commercial Services","1595939","RENEW",,"2022-05-15T00:00:00.000","2022-05-16T00:00:00.000","N","2022-07-16T00:00:00.000","2024-07-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","AAI",,"50","41.737938418","-87.585078142","
,  
(41.737938417513675, -87.58507814194496)"
"38442-20020216","1205914","33672","1","INTREN, LLC","TRENCH-IT INC","549 W SHERIDAN RD  1ST","MCHENRY","IL","60050",,,,,"1010","Limited Business License",,,"38442","RENEW",,"2001-12-20T00:00:00.000","2002-01-10T00:00:00.000","N","2002-02-16T00:00:00.000","2003-02-15T00:00:00.000","2002-01-10T00:00:00.000","2002-01-11T00:00:00.000","AAI",,,,,
"2215655-20230716","2907727","47426","2","BEECHTREE, INC.","ALL DAY MONTESSORI","1819 W 99TH ST 1ST","CHICAGO","IL","60643","19","20","19-20","22","1023","Children's Services Facility License","820 | 823","Supervision of, and Care for, Children 0-6 Years of Age, During the Day between 6am-9pm | Supervision of, and Care for, Children 2-6 Years of Age, During the Day between 6am-9pm","2215655","RENEW",,"2023-05-15T00:00:00.000","2023-07-13T00:00:00.000","N","2023-07-16T00:00:00.000","2025-07-15T00:00:00.000","2023-10-19T00:00:00.000","2023-10-20T00:00:00.000","AAI",,"64","41.713771541","-87.668078473","
,  
(41.71377154109462, -87.66807847259737)"
"2041745-20220716","2848277","354243","1","GREATLAKES ARCHITECTURAL MILLWORKS, LLC","GREATLAKES ARCHITECTURAL MILLWORKS, LLC","2135 W FULTON ST 1ST","CHICAGO","IL","60612","27","27","27-27","12","1009","Manufacturing Establishments","929","Miscellaneous Manufacturing","2041745","RENEW",,"2022-05-15T00:00:00.000","2022-05-16T00:00:00.000","N","2022-07-16T00:00:00.000","2024-07-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.886604219","-87.680644642","
,  
(41.88660421942983, -87.6806446416356)"
"2214502-20121229","2214502","65792","2","PAUL D DOOLEY","DOOLEY BROS TOWING & AUTO REP","8517 S VINCENNES AVE 1ST","CHICAGO","IL","60620","21","2","21-2","6","8340","Motor Vehicle Services License","712","Motor Vehicle Repair -  Engine and Transmission Work","2214502","ISSUE",,,,"N","2012-12-29T00:00:00.000","2014-07-15T00:00:00.000",,"2012-12-29T00:00:00.000","AAI",,,"41.739354952","-87.63983969","
,  
(41.739354951667266, -87.63983968969981)"
"1442105-20240416","2953593","257900","1","BLUE IGUANA-CHICAGO, INC.","THE RIVER OF CHICAGO","2909-2911 N SHEFFIELD AVE","CHICAGO","IL","60657","44","29","44-29","19","1050","Public Place of Amusement","743","Provides Onsite Amusement or Entertainment","1442105","RENEW",,"2024-02-15T00:00:00.000","2024-02-20T00:00:00.000","N","2024-04-16T00:00:00.000","2026-04-15T00:00:00.000","2024-03-21T00:00:00.000","2024-03-22T00:00:00.000","AAI",,"17","41.934751362","-87.653783726","
,  
(41.93475136249262, -87.6537837264664)"
"2511697-20171016","2617210","361790","6","JS FORT GROUP, INC","JIMMY JOHN'S","3506 S STATE ST 1ST FLOOR 1B","CHICAGO","IL","60609","3","23","3-23","2","1006","Retail Food Establishment","735","Preparation of Food and Dining on Premise With Seating","2511697","RENEW",,"2018-08-08T00:00:00.000","2018-08-08T00:00:00.000","N","2017-10-16T00:00:00.000","2019-10-15T00:00:00.000","2018-08-08T00:00:00.000","2018-08-09T00:00:00.000","AAI",,,"41.830782181","-87.626790176","
,  
(41.83078218057412, -87.62679017621963)"
"2483344-20220816","2854924","408615","1","PREMIUM HOME SYSTEMS, LLC","PREMIUM HOME SYSTEMS, LLC","720 S DEARBORN ST 11 1104","CHICAGO","IL","60605","4","54","4-54","1","4404","Regulated Business License","674","Home Repair Services (Home Based Business)","2483344","RENEW",,"2022-06-15T00:00:00.000","2022-08-09T00:00:00.000","N","2022-08-16T00:00:00.000","2024-08-15T00:00:00.000","2022-08-09T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.872924414","-87.629299735","
,  
(41.872924414089155, -87.62929973479568)"
"1948579-20090109","1948579","340011","1","KILOPATRIA THERESA CRUMP","T & K HOUSES OF TRANSITIONS","6327 S FRANCISCO AVE 1ST","CHICAGO","IL","60629","15","13","15-13","8","1012","Home Occupation",,,"1948579","ISSUE","2009-01-09T00:00:00.000","2009-01-09T00:00:00.000","2009-01-09T00:00:00.000","N","2009-01-09T00:00:00.000","2009-10-15T00:00:00.000","2009-01-09T00:00:00.000","2009-01-09T00:00:00.000","AAI",,"3","41.778256143","-87.695660852","
,  
(41.77825614349128, -87.69566085231021)"
"2391394-20190416","2651546","397435","1","SAIL, INC.","SAINT'S ALP TEAHOUSE AND GOURMET","2157 S CHINA PL 1ST","CHICAGO","IL","60616","11","16","11-16","9","1006","Retail Food Establishment","735","Preparation of Food and Dining on Premise With Seating","2391394","RENEW",,"2019-02-22T00:00:00.000","2019-04-03T00:00:00.000","N","2019-04-16T00:00:00.000","2021-07-15T00:00:00.000","2019-04-03T00:00:00.000","2019-04-04T00:00:00.000","AAI",,,"41.853639226","-87.63502538","
,  
(41.85363922646491, -87.63502537970962)"
"70477-20060216","1654327","21429","2","SDD MECHANICAL SYSTEMS INC","SDD MECHANICAL SYSTEMS INC","450 S MINER   1","BENSENVILLE","IL","60106",,,,,"1010","Limited Business License",,,"70477","RENEW",,"2005-12-21T00:00:00.000","2006-01-23T00:00:00.000","N","2006-02-16T00:00:00.000","2007-02-15T00:00:00.000","2006-01-23T00:00:00.000","2006-01-24T00:00:00.000","AAI",,,,,
"2283660-20231216","2856938","378455","1","FOREST EDGE HEALTHCARE & REHABILITATION CENTER, LLC","FOREST EDGE HEALTHCARE & REHABILITATION CENTER","8001 S WESTERN AVE","CHICAGO","IL","60620","18","18","18-18","8","4404","Regulated Business License","699","Long Term Care Facility","2283660","RENEW",,"2022-07-01T00:00:00.000","2022-08-08T00:00:00.000","N","2023-12-16T00:00:00.000","2025-12-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.748245609","-87.68265725","
,  
(41.748245609196715, -87.68265725032997)"
"2484129-20220816","2854961","409049","1","ENVOY GLOBAL, INC.","ENVOY","230 W MONROE ST 27 2700","CHICAGO","IL","60606","42","49","42-49","1","1010","Limited Business License","708 | 898","Miscellaneous Commercial Services | Computer Design/Development Consulting","2484129","RENEW",,"2022-06-15T00:00:00.000","2022-06-15T00:00:00.000","N","2022-08-16T00:00:00.000","2024-08-15T00:00:00.000","2022-06-15T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.880757159","-87.634709298","
,  
(41.88075715864721, -87.6347092983425)"
"2184850-20220916","2859798","325290","2","BROWN GIBBONS LANG & COMPANY LLC","BROWN GIBBONS LANG & COMPANY LLC","980 N MICHIGAN AVE 18TH 1880","CHICAGO","IL","60611","42","42","42-42","18","1010","Limited Business License",,,"2184850","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.900801649","-87.624272468","
,  
(41.90080164945196, -87.6242724679302)"
"2354003-20220816","2854696","392882","1","1910 NORTH MILWAUKEE OPERATIONS, LLC","REMEDY","1910 N MILWAUKEE AVE","CHICAGO","IL","60647","32","31","32-31","14","1471","Late Hour","785","Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday","2354003","RENEW",,"2022-06-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-08-16T00:00:00.000","2024-08-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,"33","41.916111429","-87.686539654","
,  
(41.916111429177185, -87.68653965381526)"
"1591757-20051116","1635929","207755","2","SIRRERA ENTERPRISE INC","SIRRERA  ENTERPRISE INC","30 S STOLP AVE  405","AURORA","IL","60505",,,,,"1010","Limited Business License",,,"1591757","RENEW",,"2005-09-22T00:00:00.000","2006-05-16T00:00:00.000","N","2005-11-16T00:00:00.000","2006-11-15T00:00:00.000","2006-05-16T00:00:00.000","2006-05-17T00:00:00.000","AAI",,,,,
"2834972-20231016","2926490","347751","2","RAY E. FRANKLIN JR.","REF CONSULTANTS","7708 S LOOMIS BLVD","CHICAGO","IL","60620","17","27","17-27","6","4404","Regulated Business License","737","Preparation of License, Certificate or Permit Applications for Compensation (Expediter Company)","2834972","RENEW",,"2023-08-15T00:00:00.000","2023-10-19T00:00:00.000","N","2023-10-16T00:00:00.000","2025-10-15T00:00:00.000","2023-10-19T00:00:00.000","2023-10-20T00:00:00.000","AAI",,,"41.753745952","-87.658821914","
,  
(41.75374595220392, -87.65882191419381)"
"2845533-20220516","2845533","485254","1","VIBEZ APPAREL & ACCESSORIES LLC","VIBEZ APPAREL & ACCESSORIES","9545 S JEFFERY AVE 1ST A","CHICAGO","IL","60617","7","39","7-39","4","1010","Limited Business License","911","Retail Sales of Clothing / Accessories / Shoes","2845533","ISSUE","2022-04-28T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","N","2022-05-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.721088238","-87.575176583","
,  
(41.72108823807851, -87.57517658316902)"
"1681578-20170916","2545871","302020","1","CHICAGO JIUJITSU, INC","Redzovic Jiu Jitsu","4900 N LINCOLN AVE","CHICAGO","IL","60625","40","3","40-3","20","1010","Limited Business License",,,"1681578","RENEW",,"2017-07-15T00:00:00.000","2017-09-28T00:00:00.000","N","2017-09-16T00:00:00.000","2019-09-15T00:00:00.000","2017-09-28T00:00:00.000","2017-09-29T00:00:00.000","AAI",,"21","41.970812027","-87.690108461","
,  
(41.970812027202975, -87.69010846133787)"
"2846345-20220516","2846345","36307","4","LOWER LINK, INC.","UNDERGROUND LOUNGE","952 W NEWPORT AVE","CHICAGO","IL","60657","44","36","44-36","19","1476","Special Event Liquor","996","Special Event Beer, Wine & Spirits","2846345","ISSUE","2022-05-13T00:00:00.000","2022-05-13T00:00:00.000","2022-05-13T00:00:00.000","N","2022-05-16T00:00:00.000","2022-09-28T00:00:00.000","2022-05-13T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.944568751","-87.653924324","
,  
(41.9445687505024, -87.65392432426306)"
"75893-","304214","65649","1","UHLIR MANUFACTURING CORP","UHLIR MANUFACTURING CORP","2642 W CULLERTON ST 1ST","CHICAGO","IL","60608","25","34","25-34","10","1009","Manufacturing Establishments",,,"75893","ISSUE",,"2000-06-20T00:00:00.000",,"N",,"2000-02-15T00:00:00.000",,"2002-04-05T00:00:00.000","AAI",,,"41.854827427","-87.692354194","
,  
(41.854827426872596, -87.69235419393654)"
"2850156-20220516","2850156","485872","1","ASIA BOUTIQUE LLC","ASIA BOUTIQUE","3851 N OCONTO AVE","CHICAGO","IL","60634","38","3","38-3","16","4404","Regulated Business License","722","Online Sales (Home Based Business)","2850156","ISSUE","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","N","2022-05-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.950381645","-87.808246091","
,  
(41.95038164542215, -87.80824609070501)"
"1225368-20220516","2837263","243092","1","RAUL REYES","OHIO FOOD MART","5345 W OHIO ST","CHICAGO","IL","60644","37","17","37-17","15","1781","Tobacco","763","Retail Sale of Tobacco","1225368","RENEW",,"2022-03-15T00:00:00.000","2022-05-16T00:00:00.000","N","2022-05-16T00:00:00.000","2023-05-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.891049287","-87.759732837","
,  
(41.89104928732453, -87.75973283727541)"
"2608485-20220716","2849561","428710","1","KALAMPER AUTO REPAIR & TIRE SHOP LLC","KALAMPER AUTO REPAIR & TIRE SHOP","6067 N MILWAUKEE AVE","CHICAGO","IL","60646","39","21","39-21","16","8340","Motor Vehicle Services License","712","Motor Vehicle Repair -  Engine and Transmission Work","2608485","RENEW",,"2022-05-15T00:00:00.000","2022-05-15T00:00:00.000","N","2022-07-16T00:00:00.000","2024-07-15T00:00:00.000","2022-05-15T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.99164795","-87.782279553","
,  
(41.99164795039224, -87.78227955343459)"
"1932421-20231116","2931160","87337","5","RICHEMONT NORTH AMERICA, INC.","MONTBLANC NORTH AMERICA","900 N MICHIGAN AVE 1ST","CHICAGO","IL","60611","42","34","42-34","18","1010","Limited Business License","197","Tax Preparation Services","1932421","RENEW",,"2023-09-15T00:00:00.000","2023-10-19T00:00:00.000","N","2023-11-16T00:00:00.000","2025-11-15T00:00:00.000","2023-10-19T00:00:00.000","2023-10-20T00:00:00.000","AAI",,,"41.899248597","-87.624274978","
,  
(41.89924859703626, -87.62427497820545)"
"1908413-20220516","2837886","329710","1","POINT OF IMPACT, INC.","AGIO - USA","222 W MERCHANDISE MART PLZ 16TH 1628","CHICAGO","IL","60654","42","14","42-14","18","1010","Limited Business License",,,"1908413","RENEW",,"2022-03-15T00:00:00.000","2022-05-14T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-05-14T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.888074281","-87.634955203","
,  
(41.8880742810662, -87.63495520292739)"
"1594286-20061116","1760983","283518","2","BORIS MAFOUA","FARAFINA DONKO","706 E 83RD ST","CHICAGO","IL","60619","6","59","6-59","6","1010","Limited Business License",,,"1594286","RENEW",,"2006-09-20T00:00:00.000","2006-10-25T00:00:00.000","N","2006-11-16T00:00:00.000","2007-11-15T00:00:00.000","2006-10-25T00:00:00.000","2006-10-26T00:00:00.000","AAI",,,"41.744039081","-87.607139229","
,  
(41.744039080934925, -87.60713922889)"
"2698590-20220116","2821970","463842","1","HOOKAH KINGS INC.","HOOKAH KINGS INC.","3402 N HARLEM AVE","CHICAGO","IL","60634","38","5","38-5","16","1781","Tobacco","936 | 937","Retail Sales of Tobacco Accessories | Retail Sales of Tobacco and Flavored Tobacco Products","2698590","RENEW",,"2021-11-15T00:00:00.000","2022-02-17T00:00:00.000","N","2022-01-16T00:00:00.000","2023-01-15T00:00:00.000","2022-02-17T00:00:00.000","2022-03-02T00:00:00.000","REV","2024-03-22T00:00:00.000",,"41.941770082","-87.807027899","
,  
(41.94177008206852, -87.80702789852135)"
"2938515-20231020","2938515","502252","1","SAVANNA HINTON CLARK LLC","NUBIAN GRATITUDE","10627 S EBERHART AVE","CHICAGO","IL","60628","9","22","9-22","5","4404","Regulated Business License","722","Online Sales (Home Based Business)","2938515","ISSUE","2023-10-20T00:00:00.000","2023-10-20T00:00:00.000","2023-10-20T00:00:00.000","N","2023-10-20T00:00:00.000","2025-11-15T00:00:00.000","2023-10-20T00:00:00.000","2023-10-20T00:00:00.000","AAI",,,"41.701046023","-87.611006714","
,  
(41.701046022823746, -87.61100671360201)"
"1622440-20070216","1775760","16869","1","WILLIE H. CARTER","CARTER'S EXCAVATING","235 E 157TH ST","HARVEY","IL","60426",,,,,"1010","Limited Business License",,,"1622440","RENEW",,"2006-12-20T00:00:00.000","2007-02-08T00:00:00.000","N","2007-02-16T00:00:00.000","2008-04-15T00:00:00.000","2007-02-08T00:00:00.000","2007-02-09T00:00:00.000","AAI",,,,,
"1138788-20060216","1664490","212012","2","DD&S INC.","D D AND S, INC.","769 W 26TH ST","CHICAGO","IL","60616","11","50","11-50","9","1010","Limited Business License",,,"1138788","RENEW",,"2005-12-21T00:00:00.000","2006-02-16T00:00:00.000","N","2006-02-16T00:00:00.000","2007-02-15T00:00:00.000","2006-02-16T00:00:00.000","2006-02-17T00:00:00.000","AAI",,,"41.845223478","-87.646090425","
,  
(41.84522347787031, -87.64609042498367)"
"2463116-20220516","2839129","405633","1","LOVE'S PLUMBING AND SEWER, INC.","LOVE'S PLUMBING AND SEWER, INC.","496 E AMBERSIDE DR","ELGIN","IL","60124",,,,,"4404","Regulated Business License","673","Home Repair Services","2463116","RENEW",,"2022-03-15T00:00:00.000","2022-05-14T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-05-14T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,,,
"2846314-20220516","2846314","472297","3","SANCERRE HOSPITALITY II LLC","ROSE MARY","932-954 W FULTON MARKET","CHICAGO","IL","60607","27","45","27-45","12","1476","Special Event Liquor","996","Special Event Beer, Wine & Spirits","2846314","ISSUE","2022-05-12T00:00:00.000","2022-05-12T00:00:00.000","2022-05-13T00:00:00.000","N","2022-05-16T00:00:00.000","2022-10-31T00:00:00.000","2022-05-13T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.886864374","-87.651067518","
,  
(41.88686437354237, -87.65106751780091)"
"2812555-20220516","2812555","479118","1","KAYA DENISE THOMAS","KAYA'S ENHANCEMENTS","7838 S WESTERN AVE","CHICAGO","IL","60620","18","12","18-12","8","1010","Limited Business License","894 | 904","Hair Services | Retail Sales of General Merchandise","2812555","ISSUE","2021-09-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","N","2022-05-16T00:00:00.000","2024-06-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.750761033","-87.683013127","
,  
(41.750761032669125, -87.68301312668848)"
"1932963-20220716","2847073","66655","5","CRUZ BROTHER'S CONSTRUCTION COMPANY, INC.","CRUZ BROTHERS CONSTRUCTION CO. INC.","10614 S MACKINAW AVE 1","CHICAGO","IL","60617","10","35","10-35","4","1010","Limited Business License",,,"1932963","RENEW",,"2022-05-15T00:00:00.000","2022-05-16T00:00:00.000","N","2022-07-16T00:00:00.000","2024-07-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.702275622","-87.542708676","
,  
(41.7022756218349, -87.5427086763228)"
"1138788-20030816","1373621","212012","2","DD&S INC.","D D AND S, INC.","769 W 26TH ST","CHICAGO","IL","60616","11","50","11-50","9","1010","Limited Business License",,,"1138788","RENEW",,"2003-06-24T00:00:00.000","2003-07-21T00:00:00.000","N","2003-08-16T00:00:00.000","2004-08-15T00:00:00.000","2003-07-21T00:00:00.000","2003-07-22T00:00:00.000","AAI",,,"41.845223478","-87.646090425","
,  
(41.84522347787031, -87.64609042498367)"
"2850159-20220516","2850159","257540","4","NEZIR J DRABO","GREAT CAESARS","6055 W BELMONT AVE","CHICAGO","IL","60634","30","21","30-21","25","1010","Limited Business License","894","Hair Services","2850159","ISSUE","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","N","2022-05-16T00:00:00.000","2023-08-15T00:00:00.000","2022-05-16T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.938309863","-87.778369313","
,  
(41.93830986279761, -87.77836931333721)"
"2595479-20220516","2839428","427264","1","DJJE HOLDINGS, LLC","THE PLACE FOR CHILDREN WITH AUTISM","6202 W MONTROSE AVE","CHICAGO","IL","60634","38","14","38-14","16","1010","Limited Business License","602","Administrative Commercial Office","2595479","RENEW",,"2022-03-15T00:00:00.000","2022-04-15T00:00:00.000","N","2022-05-16T00:00:00.000","2024-05-15T00:00:00.000","2022-04-15T00:00:00.000","2022-05-16T00:00:00.000","AAI",,,"41.960392439","-87.782062764","
,  
(41.960392438606085, -87.7820627635443)"
"56452-20220916","2858213","57751","1","GOLDEN STAR INCORPORATED","ADVANCE CONSULTING GROUP INT'L","300 W ADAMS ST  420","CHICAGO","IL","60606","42","12","42-12","1","1010","Limited Business License",,,"56452","RENEW",,"2022-07-15T00:00:00.000","2022-08-08T00:00:00.000","N","2022-09-16T00:00:00.000","2024-09-15T00:00:00.000","2022-08-08T00:00:00.000","2022-08-09T00:00:00.000","AAI",,,"41.879477859","-87.635311026","
,  
(41.87947785944255, -87.63531102568936)"
